"Ativo","Data","LPA| Em moeda orig| de 12 meses| consolid:sim*| ajust p/ prov","VPA| Em moeda orig| consolid:sim*| ajust p/ prov","Vendas/Acao| Em moeda orig| de 12 meses| consolid:sim*| ajust p/ prov","EBITDA/Acao| Em moeda orig| de 12 meses| consolid:sim*| ajust p/ prov"
"APER3<XBSP>","1T2011","-",80.185967023,"-","-"
"APER3<XBSP>","2T2011","-",88.294539615,"-","-"
"APER3<XBSP>","3T2011","-",102.55333093,"-","-"
"APER3<XBSP>","4T2011",24.113735784,98.297785427,32.838032218,"-"
"APER3<XBSP>","1T2012",23.943582594,104.29281397,37.003575551,"-"
"APER3<XBSP>","2T2012",25.262138937,97.826302809,41.090694537,"-"
"APER3<XBSP>","3T2012",20.71346648,104.49238584,43.102600198,"-"
"APER3<XBSP>","4T2012",23.960144302,108.37630013,49.749192312,"-"
"APER3<XBSP>","1T2013",25.742695579,115.09025249,52.568691561,"-"
"APER3<XBSP>","2T2013",25.227023924,102.57499927,53.800182211,"-"
"APER3<XBSP>","3T2013",26.072499669,105.69435277,56.026497548,"-"
"APER3<XBSP>","4T2013",21.753922486,106.63126573,54.95395759,22.771383136
"APER3<XBSP>","1T2014",17.611374023,108.46718317,53.803189283,"-"
"APER3<XBSP>","2T2014",15.231996872,104.23243408,52.76381989,15.934127129
"APER3<XBSP>","3T2014",10.882693425,106.32949168,49.378518425,8.2979430158
"APER3<XBSP>","4T2014",2.2361729107,100.00964369,47.750580796,1.6850391797
"APER3<XBSP>","1T2015",-5.8947476402,101.69275665,46.758061789,-9.3644435428
"APER3<XBSP>","2T2015",-9.8237360818,101.73040497,45.509904329,-11.414931694
"APER3<XBSP>","3T2015",-13.682823151,100.58266439,44.051968524,-14.213361296
"APER3<XBSP>","4T2015",-23.891203648,84.476030756,41.607472191,-28.94657597
"APER3<XBSP>","1T2016",-16.533275392,63.39963941,38.810224744,-20.749450281
"APER3<XBSP>","2T2016",-15.330164765,62.410006631,31.894991716,-17.753789352
"APER3<XBSP>","3T2016",-20.211492726,53.5285173,24.999049254,-22.446751163
"APER3<XBSP>","4T2016",-14.739316884,46.474572059,20.257495356,-14.009794984
"APER3<XBSP>","1T2017",-14.612323898,45.721372243,16.491385055,-13.726520758
"APER3<XBSP>","2T2017",-14.647711658,44.84545785,14.664386539,-14.293267078
"APER3<XBSP>","3T2017",-11.695702124,41.794109138,13.366458428,-10.835232028
"APER3<XBSP>","4T2017",-11.227807005,35.051382757,12.743101441,-9.4532566492
"APER3<XBSP>","1T2018",-11.058085687,34.475078856,12.329026922,-9.2203035745
"APER3<XBSP>","2T2018",-12.574875563,31.916795112,11.884875423,-10.658525498
"APER3<XBSP>","3T2018",-9.6410146532,31.79790617,12.171898132,-7.9423512834
"APER3<XBSP>","4T2018",-22.226825052,12.641178922,11.890509683,-21.497651601
"APER3<XBSP>","1T2019",-21.040628396,13.303075464,12.109571632,-20.647589153
"APER3<XBSP>","2T2019",-18.668642149,13.343993364,12.122701126,"-"
"APER3<XBSP>","3T2019",-18.731955809,13.270317221,11.99383047,"-"
"APER3<XBSP>","4T2019",0.3303220473,15.83074036,12.035952758,1.0294002546
"APER3<XBSP>","1T2020",-0.26061304376,15.849435583,11.052298116,"-"
"APER3<XBSP>","2T2020",-0.37272424048,15.736595453,10.01415475,"-"
"APER3<XBSP>","3T2020",0.0098055218662,15.991325273,9.6855484222,"-"
"APER3<XBSP>","4T2020",-0.062246819506,15.870594915,9.333435213,0.93872509071
"APER3<XBSP>","1T2021",0.011767771637,25.774770552,"-","-"
"APER3<XBSP>","2T2021",0.15123357886,19.279894351,"-","-"
"APER3<XBSP>","3T2021",-0.012200316371,19.343712524,9.7504928443,1.7100268434
"APER3<XBSP>","4T2021",0.31455978115,19.517551733,10.421625498,1.6373966361
"APER3<XBSP>","1T2022",0.31676105199,19.607297341,"-","-"
"APER3<XBSP>","2T2022",0.39298651448,28.557619562,12.311206494,"-"
"APER3<XBSP>","3T2022",1.2074045835,23.925500063,13.625644357,1.843011101
"APER3<XBSP>","4T2022",1.5458958266,24.15020167,14.113105221,2.4753699686
"APER3<XBSP>","1T2023",1.1917768546,23.919086787,14.059376438,2.5678777884
"APER3<XBSP>","2T2023",1.3823232389,24.309947389,14.66056213,2.9036260035
"APER3<XBSP>","3T2023",0.7750822775,24.454858067,15.160664575,3.3933436545
"APER3<XBSP>","4T2023",-0.3359601339,23.979045997,16.327672738,2.8226175562
"AVLL3<XBSP>","4T2017",-104.22946621,"-",19.60260855,-89.529274239
"AVLL3<XBSP>","1T2018","-","-","-","-"
"AVLL3<XBSP>","2T2018","-","-","-","-"
"AVLL3<XBSP>","3T2018","-","-","-","-"
"AVLL3<XBSP>","4T2018",-99.187704469,"-",9.4173811757,-66.361238915
"AVLL3<XBSP>","1T2019","-","-","-","-"
"AVLL3<XBSP>","2T2019","-","-","-","-"
"AVLL3<XBSP>","3T2019","-","-","-","-"
"AVLL3<XBSP>","4T2019",-88.929547088,42.130741881,29.714905918,-66.029163078
"AVLL3<XBSP>","1T2020","-",33.59214014,"-","-"
"AVLL3<XBSP>","2T2020","-",47.528467209,"-","-"
"AVLL3<XBSP>","3T2020","-",16.822364179,"-","-"
"AVLL3<XBSP>","4T2020",-33.409666774,17.528251191,19.629318905,-29.348120373
"AVLL3<XBSP>","1T2021",-20.01930704,14.482743371,19.513515122,-17.333635855
"AVLL3<XBSP>","2T2021",-19.524988533,11.048325634,20.053162088,-11.450558822
"AVLL3<XBSP>","3T2021",-22.190309373,6.0822312232,14.233466778,-10.865691471
"AVLL3<XBSP>","4T2021",-16.885067091,0.5856637638,10.203814308,-10.736299745
"AVLL3<XBSP>","1T2022",-17.63620993,-3.228630585,8.6129327983,-10.300291979
"AVLL3<XBSP>","2T2022",-19.215904301,-8.2754734029,9.0013103746,-10.402138014
"AVLL3<XBSP>","3T2022",-19.375592438,-13.345418291,10.990847033,-8.8917352239
"AVLL3<XBSP>","4T2022",-18.440170666,-17.812090142,11.896499289,-7.8524774437
"AVLL3<XBSP>","1T2023",-17.217750174,-20.377817834,14.971831562,-6.2207431394
"AVLL3<XBSP>","2T2023",-22.456327261,-18.179637003,14.839287922,-11.257374312
"AVLL3<XBSP>","3T2023",-21.327475165,-22.240776647,15.734091239,-8.3763135435
"AVLL3<XBSP>","4T2023",-22.34680321,-27.346015809,18.145747715,-7.9469928205
"ALUP3<XBSP>","4T2007",0.069973170287,0.95620836798,0.40938695959,"-"
"ALUP3<XBSP>","1T2008","-",1.0063635167,"-","-"
"ALUP3<XBSP>","2T2008","-",1.0349105857,"-","-"
"ALUP3<XBSP>","3T2008","-",1.0760014701,"-","-"
"ALUP3<XBSP>","4T2008",0.17663471005,1.0312008523,1.3295975049,1.165448506
"ALUP3<XBSP>","1T2009",0.185712383,1.0904359087,1.371966683,"-"
"ALUP3<XBSP>","2T2009",0.20995079777,1.1663602959,1.4157884675,"-"
"ALUP3<XBSP>","3T2009",0.21899584088,1.6272469139,1.4250284411,"-"
"ALUP3<XBSP>","4T2009",0.25787216461,1.6462447789,1.3719754629,1.1722039826
"ALUP3<XBSP>","1T2010",0.2798400265,2.260160226,1.6732319052,1.1515309
"ALUP3<XBSP>","2T2010",0.28581260325,2.3404021989,1.6796291309,1.1341130006
"ALUP3<XBSP>","3T2010",0.3322799479,2.440850174,1.801773159,1.1553646978
"ALUP3<XBSP>","4T2010",0.36931357473,2.4625984789,2.4370880569,1.2389832121
"ALUP3<XBSP>","1T2011",0.3948533739,2.5686115964,2.3460518008,1.3022708712
"ALUP3<XBSP>","2T2011",0.3873401562,2.8315081172,2.5066238782,1.3263968928
"ALUP3<XBSP>","3T2011",0.38652126688,2.9308085455,2.605935323,1.3880394289
"ALUP3<XBSP>","4T2011",0.34982180564,2.8149467233,2.2283428874,1.4000767347
"ALUP3<XBSP>","1T2012",0.36082356529,2.9316421234,2.2335977332,1.4657825042
"ALUP3<XBSP>","2T2012",0.38963708566,3.0328465613,2.2958994202,1.559343363
"ALUP3<XBSP>","3T2012",0.37942300207,3.0979354096,2.2677321981,1.6316388046
"ALUP3<XBSP>","4T2012",0.40468555396,3.0003865965,2.3109570689,1.6849969716
"ALUP3<XBSP>","1T2013",0.40558339449,3.0995346307,2.294862038,1.6847233965
"ALUP3<XBSP>","2T2013",0.42273278396,3.6935871981,2.1689802028,1.6752536054
"ALUP3<XBSP>","3T2013",0.45236557882,3.811027102,2.0923229849,1.6036319888
"ALUP3<XBSP>","4T2013",0.44921602746,3.7076854768,2.0005519178,1.5514474772
"ALUP3<XBSP>","1T2014",0.44107051108,3.818856429,2.0040446391,1.5471629774
"ALUP3<XBSP>","2T2014",0.4246055367,3.6095653292,2.0153213421,1.5301645798
"ALUP3<XBSP>","3T2014",0.4567579341,3.6226927078,2.0219673845,1.4977477855
"ALUP3<XBSP>","4T2014",0.52414880424,3.5445222458,2.1297791957,1.5732020389
"ALUP3<XBSP>","1T2015",0.52577852943,3.673023476,2.1511534461,1.6238925602
"ALUP3<XBSP>","2T2015",0.48631693016,3.6212927045,2.1811877786,1.6482026276
"ALUP3<XBSP>","3T2015",0.40709610451,3.7075424424,2.231246926,1.6960671361
"ALUP3<XBSP>","4T2015",0.3022056624,3.6265387436,2.1578818416,1.6626332084
"ALUP3<XBSP>","1T2016",0.27078721925,3.7032427419,2.1658787644,1.6556924284
"ALUP3<XBSP>","2T2016",0.33167074699,3.7641508311,2.2467625455,1.7558930762
"ALUP3<XBSP>","3T2016",0.30468010028,3.7625550958,2.2280997296,1.779002881
"ALUP3<XBSP>","4T2016",0.42934705557,3.7125129482,2.1463913162,1.8365854479
"ALUP3<XBSP>","1T2017",0.44287675828,3.7889636326,2.0767721126,1.775393634
"ALUP3<XBSP>","2T2017",0.37362402668,4.1952486729,1.8763707625,1.5434675019
"ALUP3<XBSP>","3T2017",0.44540868212,4.3124091724,1.7777560738,1.4670656809
"ALUP3<XBSP>","4T2017",0.37587845912,4.2480948756,1.7473528958,1.3293000749
"ALUP3<XBSP>","1T2018",0.34613670674,4.5731838981,1.6720159983,1.2292268978
"ALUP3<XBSP>","2T2018",0.42793655299,4.7312445322,1.8236675917,1.3744442435
"ALUP3<XBSP>","3T2018",0.49080599025,4.9186453307,2.0519018054,1.5456726778
"ALUP3<XBSP>","4T2018",0.4230113429,4.7338542482,2.0594542317,1.4162259502
"ALUP3<XBSP>","1T2019",0.7966010518,5.1744248455,2.9129057487,2.0468387813
"ALUP3<XBSP>","2T2019",0.77853866686,5.2956574208,3.2457867314,2.0915309886
"ALUP3<XBSP>","3T2019",0.82560652513,5.5390632066,3.9657642893,2.2556970019
"ALUP3<XBSP>","4T2019",0.97375876966,5.4712040273,5.0226631866,2.7975663629
"ALUP3<XBSP>","1T2020",0.73165018554,5.6943555292,5.100464662,2.5514152346
"ALUP3<XBSP>","2T2020",0.68920784658,5.8094160057,5.3291812248,2.5347047394
"ALUP3<XBSP>","3T2020",0.65493919073,6.0175851563,5.583258846,2.6526024345
"ALUP3<XBSP>","4T2020",1.030420014,6.2892603136,6.7165132654,3.7775683258
"ALUP3<XBSP>","1T2021",1.1882137702,6.6629495549,7.1371161445,4.3226522531
"ALUP3<XBSP>","2T2021",1.4728500067,6.9698296283,7.4763628217,5.0968935293
"ALUP3<XBSP>","3T2021",1.5374935259,7.2230836467,7.1223437955,5.2876171766
"ALUP3<XBSP>","4T2021",1.21998318,7.1654937984,5.7249775827,4.2870820205
"ALUP3<XBSP>","1T2022",1.3376314973,7.7483562637,5.3739303077,4.3127001131
"ALUP3<XBSP>","2T2022",1.1710110822,7.9656495766,5.1891961008,4.0317553232
"ALUP3<XBSP>","3T2022",1.0346845919,7.8626193878,4.6259163495,3.5771725414
"ALUP3<XBSP>","4T2022",1.0045831691,7.6104646001,4.1931639626,3.2982796489
"ALUP3<XBSP>","1T2023",0.78553655589,7.8565928935,3.8907136253,2.948294417
"ALUP3<XBSP>","2T2023",0.83166925123,8.1642845435,3.4662388436,2.6890520632
"ALUP3<XBSP>","3T2023",0.81452891104,8.2485610927,3.4621897517,2.6539543471
"ALUP3<XBSP>","4T2023",0.75913971462,8.0452110538,3.6218626081,2.7471002218
"ALUP4<XBSP>","4T2007",0.069973170287,0.95620836798,0.40938695959,"-"
"ALUP4<XBSP>","1T2008","-",1.0063635167,"-","-"
"ALUP4<XBSP>","2T2008","-",1.0349105857,"-","-"
"ALUP4<XBSP>","3T2008","-",1.0760014701,"-","-"
"ALUP4<XBSP>","4T2008",0.17663471005,1.0312008523,1.3295975049,1.165448506
"ALUP4<XBSP>","1T2009",0.185712383,1.0904359087,1.371966683,"-"
"ALUP4<XBSP>","2T2009",0.20995079777,1.1663602959,1.4157884675,"-"
"ALUP4<XBSP>","3T2009",0.21899584088,1.6272469139,1.4250284411,"-"
"ALUP4<XBSP>","4T2009",0.25787216461,1.6462447789,1.3719754629,1.1722039826
"ALUP4<XBSP>","1T2010",0.2798400265,2.260160226,1.6732319052,1.1515309
"ALUP4<XBSP>","2T2010",0.28581260325,2.3404021989,1.6796291309,1.1341130006
"ALUP4<XBSP>","3T2010",0.3322799479,2.440850174,1.801773159,1.1553646978
"ALUP4<XBSP>","4T2010",0.36931357473,2.4625984789,2.4370880569,1.2389832121
"ALUP4<XBSP>","1T2011",0.3948533739,2.5686115964,2.3460518008,1.3022708712
"ALUP4<XBSP>","2T2011",0.3873401562,2.8315081172,2.5066238782,1.3263968928
"ALUP4<XBSP>","3T2011",0.38652126688,2.9308085455,2.605935323,1.3880394289
"ALUP4<XBSP>","4T2011",0.34982180564,2.8149467233,2.2283428874,1.4000767347
"ALUP4<XBSP>","1T2012",0.36082356529,2.9316421234,2.2335977332,1.4657825042
"ALUP4<XBSP>","2T2012",0.38963708566,3.0328465613,2.2958994202,1.559343363
"ALUP4<XBSP>","3T2012",0.37942300207,3.0979354096,2.2677321981,1.6316388046
"ALUP4<XBSP>","4T2012",0.40468555396,3.0003865965,2.3109570689,1.6849969716
"ALUP4<XBSP>","1T2013",0.40558339449,3.0995346307,2.294862038,1.6847233965
"ALUP4<XBSP>","2T2013",0.42273278396,3.6935871981,2.1689802028,1.6752536054
"ALUP4<XBSP>","3T2013",0.45236557882,3.811027102,2.0923229849,1.6036319888
"ALUP4<XBSP>","4T2013",0.44921602746,3.7076854768,2.0005519178,1.5514474772
"ALUP4<XBSP>","1T2014",0.44107051108,3.818856429,2.0040446391,1.5471629774
"ALUP4<XBSP>","2T2014",0.4246055367,3.6095653292,2.0153213421,1.5301645798
"ALUP4<XBSP>","3T2014",0.4567579341,3.6226927078,2.0219673845,1.4977477855
"ALUP4<XBSP>","4T2014",0.52414880424,3.5445222458,2.1297791957,1.5732020389
"ALUP4<XBSP>","1T2015",0.52577852943,3.673023476,2.1511534461,1.6238925602
"ALUP4<XBSP>","2T2015",0.48631693016,3.6212927045,2.1811877786,1.6482026276
"ALUP4<XBSP>","3T2015",0.40709610451,3.7075424424,2.231246926,1.6960671361
"ALUP4<XBSP>","4T2015",0.3022056624,3.6265387436,2.1578818416,1.6626332084
"ALUP4<XBSP>","1T2016",0.27078721925,3.7032427419,2.1658787644,1.6556924284
"ALUP4<XBSP>","2T2016",0.33167074699,3.7641508311,2.2467625455,1.7558930762
"ALUP4<XBSP>","3T2016",0.30468010028,3.7625550958,2.2280997296,1.779002881
"ALUP4<XBSP>","4T2016",0.42934705557,3.7125129482,2.1463913162,1.8365854479
"ALUP4<XBSP>","1T2017",0.44287675828,3.7889636326,2.0767721126,1.775393634
"ALUP4<XBSP>","2T2017",0.37362402668,4.1952486729,1.8763707625,1.5434675019
"ALUP4<XBSP>","3T2017",0.44540868212,4.3124091724,1.7777560738,1.4670656809
"ALUP4<XBSP>","4T2017",0.37587845912,4.2480948756,1.7473528958,1.3293000749
"ALUP4<XBSP>","1T2018",0.34613670674,4.5731838981,1.6720159983,1.2292268978
"ALUP4<XBSP>","2T2018",0.42793655299,4.7312445322,1.8236675917,1.3744442435
"ALUP4<XBSP>","3T2018",0.49080599025,4.9186453307,2.0519018054,1.5456726778
"ALUP4<XBSP>","4T2018",0.4230113429,4.7338542482,2.0594542317,1.4162259502
"ALUP4<XBSP>","1T2019",0.7966010518,5.1744248455,2.9129057487,2.0468387813
"ALUP4<XBSP>","2T2019",0.77853866686,5.2956574208,3.2457867314,2.0915309886
"ALUP4<XBSP>","3T2019",0.82560652513,5.5390632066,3.9657642893,2.2556970019
"ALUP4<XBSP>","4T2019",0.97375876966,5.4712040273,5.0226631866,2.7975663629
"ALUP4<XBSP>","1T2020",0.73165018554,5.6943555292,5.100464662,2.5514152346
"ALUP4<XBSP>","2T2020",0.68920784658,5.8094160057,5.3291812248,2.5347047394
"ALUP4<XBSP>","3T2020",0.65493919073,6.0175851563,5.583258846,2.6526024345
"ALUP4<XBSP>","4T2020",1.030420014,6.2892603136,6.7165132654,3.7775683258
"ALUP4<XBSP>","1T2021",1.1882137702,6.6629495549,7.1371161445,4.3226522531
"ALUP4<XBSP>","2T2021",1.4728500067,6.9698296283,7.4763628217,5.0968935293
"ALUP4<XBSP>","3T2021",1.5374935259,7.2230836467,7.1223437955,5.2876171766
"ALUP4<XBSP>","4T2021",1.21998318,7.1654937984,5.7249775827,4.2870820205
"ALUP4<XBSP>","1T2022",1.3376314973,7.7483562637,5.3739303077,4.3127001131
"ALUP4<XBSP>","2T2022",1.1710110822,7.9656495766,5.1891961008,4.0317553232
"ALUP4<XBSP>","3T2022",1.0346845919,7.8626193878,4.6259163495,3.5771725414
"ALUP4<XBSP>","4T2022",1.0045831691,7.6104646001,4.1931639626,3.2982796489
"ALUP4<XBSP>","1T2023",0.78553655589,7.8565928935,3.8907136253,2.948294417
"ALUP4<XBSP>","2T2023",0.83166925123,8.1642845435,3.4662388436,2.6890520632
"ALUP4<XBSP>","3T2023",0.81452891104,8.2485610927,3.4621897517,2.6539543471
"ALUP4<XBSP>","4T2023",0.75913971462,8.0452110538,3.6218626081,2.7471002218
"ALUP11<XBSP>","4T2007",0.069973170287,0.95620836798,0.40938695959,"-"
"ALUP11<XBSP>","1T2008","-",1.0063635167,"-","-"
"ALUP11<XBSP>","2T2008","-",1.0349105857,"-","-"
"ALUP11<XBSP>","3T2008","-",1.0760014701,"-","-"
"ALUP11<XBSP>","4T2008",0.17663471005,1.0312008523,1.3295975049,1.165448506
"ALUP11<XBSP>","1T2009",0.185712383,1.0904359087,1.371966683,"-"
"ALUP11<XBSP>","2T2009",0.20995079777,1.1663602959,1.4157884675,"-"
"ALUP11<XBSP>","3T2009",0.21899584088,1.6272469139,1.4250284411,"-"
"ALUP11<XBSP>","4T2009",0.25787216461,1.6462447789,1.3719754629,1.1722039826
"ALUP11<XBSP>","1T2010",0.2798400265,2.260160226,1.6732319052,1.1515309
"ALUP11<XBSP>","2T2010",0.28581260325,2.3404021989,1.6796291309,1.1341130006
"ALUP11<XBSP>","3T2010",0.3322799479,2.440850174,1.801773159,1.1553646978
"ALUP11<XBSP>","4T2010",0.36931357473,2.4625984789,2.4370880569,1.2389832121
"ALUP11<XBSP>","1T2011",0.3948533739,2.5686115964,2.3460518008,1.3022708712
"ALUP11<XBSP>","2T2011",0.3873401562,2.8315081172,2.5066238782,1.3263968928
"ALUP11<XBSP>","3T2011",0.38652126688,2.9308085455,2.605935323,1.3880394289
"ALUP11<XBSP>","4T2011",0.34982180564,2.8149467233,2.2283428874,1.4000767347
"ALUP11<XBSP>","1T2012",0.36082356529,2.9316421234,2.2335977332,1.4657825042
"ALUP11<XBSP>","2T2012",0.38963708566,3.0328465613,2.2958994202,1.559343363
"ALUP11<XBSP>","3T2012",0.37942300207,3.0979354096,2.2677321981,1.6316388046
"ALUP11<XBSP>","4T2012",0.40468555396,3.0003865965,2.3109570689,1.6849969716
"ALUP11<XBSP>","1T2013",0.40558339449,3.0995346307,2.294862038,1.6847233965
"ALUP11<XBSP>","2T2013",0.42273278396,3.6935871981,2.1689802028,1.6752536054
"ALUP11<XBSP>","3T2013",0.45236557882,3.811027102,2.0923229849,1.6036319888
"ALUP11<XBSP>","4T2013",0.44921602746,3.7076854768,2.0005519178,1.5514474772
"ALUP11<XBSP>","1T2014",0.44107051108,3.818856429,2.0040446391,1.5471629774
"ALUP11<XBSP>","2T2014",0.4246055367,3.6095653292,2.0153213421,1.5301645798
"ALUP11<XBSP>","3T2014",0.4567579341,3.6226927078,2.0219673845,1.4977477855
"ALUP11<XBSP>","4T2014",0.52414880424,3.5445222458,2.1297791957,1.5732020389
"ALUP11<XBSP>","1T2015",0.52577852943,3.673023476,2.1511534461,1.6238925602
"ALUP11<XBSP>","2T2015",0.48631693016,3.6212927045,2.1811877786,1.6482026276
"ALUP11<XBSP>","3T2015",0.40709610451,3.7075424424,2.231246926,1.6960671361
"ALUP11<XBSP>","4T2015",0.3022056624,3.6265387436,2.1578818416,1.6626332084
"ALUP11<XBSP>","1T2016",0.27078721925,3.7032427419,2.1658787644,1.6556924284
"ALUP11<XBSP>","2T2016",0.33167074699,3.7641508311,2.2467625455,1.7558930762
"ALUP11<XBSP>","3T2016",0.30468010028,3.7625550958,2.2280997296,1.779002881
"ALUP11<XBSP>","4T2016",0.42934705557,3.7125129482,2.1463913162,1.8365854479
"ALUP11<XBSP>","1T2017",0.44287675828,3.7889636326,2.0767721126,1.775393634
"ALUP11<XBSP>","2T2017",0.37362402668,4.1952486729,1.8763707625,1.5434675019
"ALUP11<XBSP>","3T2017",0.44540868212,4.3124091724,1.7777560738,1.4670656809
"ALUP11<XBSP>","4T2017",0.37587845912,4.2480948756,1.7473528958,1.3293000749
"ALUP11<XBSP>","1T2018",0.34613670674,4.5731838981,1.6720159983,1.2292268978
"ALUP11<XBSP>","2T2018",0.42793655299,4.7312445322,1.8236675917,1.3744442435
"ALUP11<XBSP>","3T2018",0.49080599025,4.9186453307,2.0519018054,1.5456726778
"ALUP11<XBSP>","4T2018",0.4230113429,4.7338542482,2.0594542317,1.4162259502
"ALUP11<XBSP>","1T2019",0.7966010518,5.1744248455,2.9129057487,2.0468387813
"ALUP11<XBSP>","2T2019",0.77853866686,5.2956574208,3.2457867314,2.0915309886
"ALUP11<XBSP>","3T2019",0.82560652513,5.5390632066,3.9657642893,2.2556970019
"ALUP11<XBSP>","4T2019",0.97375876966,5.4712040273,5.0226631866,2.7975663629
"ALUP11<XBSP>","1T2020",0.73165018554,5.6943555292,5.100464662,2.5514152346
"ALUP11<XBSP>","2T2020",0.68920784658,5.8094160057,5.3291812248,2.5347047394
"ALUP11<XBSP>","3T2020",0.65493919073,6.0175851563,5.583258846,2.6526024345
"ALUP11<XBSP>","4T2020",1.030420014,6.2892603136,6.7165132654,3.7775683258
"ALUP11<XBSP>","1T2021",1.1882137702,6.6629495549,7.1371161445,4.3226522531
"ALUP11<XBSP>","2T2021",1.4728500067,6.9698296283,7.4763628217,5.0968935293
"ALUP11<XBSP>","3T2021",1.5374935259,7.2230836467,7.1223437955,5.2876171766
"ALUP11<XBSP>","4T2021",1.21998318,7.1654937984,5.7249775827,4.2870820205
"ALUP11<XBSP>","1T2022",1.3376314973,7.7483562637,5.3739303077,4.3127001131
"ALUP11<XBSP>","2T2022",1.1710110822,7.9656495766,5.1891961008,4.0317553232
"ALUP11<XBSP>","3T2022",1.0346845919,7.8626193878,4.6259163495,3.5771725414
"ALUP11<XBSP>","4T2022",1.0045831691,7.6104646001,4.1931639626,3.2982796489
"ALUP11<XBSP>","1T2023",0.78553655589,7.8565928935,3.8907136253,2.948294417
"ALUP11<XBSP>","2T2023",0.83166925123,8.1642845435,3.4662388436,2.6890520632
"ALUP11<XBSP>","3T2023",0.81452891104,8.2485610927,3.4621897517,2.6539543471
"ALUP11<XBSP>","4T2023",0.75913971462,8.0452110538,3.6218626081,2.7471002218
"BAZA3<XBSP>","1T1996","-",38.272287797,"-","-"
"BAZA3<XBSP>","2T1996","-",56.713718376,"-","-"
"BAZA3<XBSP>","3T1996","-",65.567441397,"-","-"
"BAZA3<XBSP>","4T1996","-",71.76952775,"-","-"
"BAZA3<XBSP>","1T1997","-",75.427281879,"-","-"
"BAZA3<XBSP>","2T1997","-",74.956580417,"-","-"
"BAZA3<XBSP>","3T1997","-",78.618759472,"-","-"
"BAZA3<XBSP>","4T1997",10.384747281,82.064670288,"-","-"
"BAZA3<XBSP>","1T1998",15.419759505,88.240207086,"-","-"
"BAZA3<XBSP>","2T1998",15.653727446,86.957531777,"-","-"
"BAZA3<XBSP>","3T1998",15.529829529,90.495812914,"-","-"
"BAZA3<XBSP>","4T1998",13.583415378,92.463245462,"-","-"
"BAZA3<XBSP>","1T1999",25.290109185,110.34547606,"-","-"
"BAZA3<XBSP>","2T1999",33.179198425,112.15195194,"-","-"
"BAZA3<XBSP>","3T1999",42.172306603,125.44276911,"-","-"
"BAZA3<XBSP>","4T1999",41.083774904,124.44052346,"-","-"
"BAZA3<XBSP>","1T2000",28.883148777,130.12212795,"-","-"
"BAZA3<XBSP>","2T2000",27.432326294,134.37558769,"-","-"
"BAZA3<XBSP>","3T2000",24.360874808,143.07665077,"-","-"
"BAZA3<XBSP>","4T2000",28.195072845,145.57286193,"-","-"
"BAZA3<XBSP>","1T2001",32.155381263,155.21477483,"-","-"
"BAZA3<XBSP>","2T2001",33.414825713,162.88925517,"-","-"
"BAZA3<XBSP>","3T2001",33.327433433,170.34912663,"-","-"
"BAZA3<XBSP>","4T2001",22.417779351,545.42130823,"-","-"
"BAZA3<XBSP>","1T2002",25.460468821,558.28512008,"-","-"
"BAZA3<XBSP>","2T2002",38.541102028,572.78338883,"-","-"
"BAZA3<XBSP>","3T2002",45.023064925,587.55821543,"-","-"
"BAZA3<XBSP>","4T2002",80.721650591,41.194604191,"-","-"
"BAZA3<XBSP>","1T2003",22.526880847,43.221268598,"-","-"
"BAZA3<XBSP>","2T2003",10.30053236,43.741508118,"-","-"
"BAZA3<XBSP>","3T2003",8.4805179587,46.077846695,"-","-"
"BAZA3<XBSP>","4T2003",9.87884945,48.12306698,"-","-"
"BAZA3<XBSP>","1T2004",9.4268823241,49.590349042,"-","-"
"BAZA3<XBSP>","2T2004",10.674032647,49.460584356,"-","-"
"BAZA3<XBSP>","3T2004",10.55175543,51.450230841,"-","-"
"BAZA3<XBSP>","4T2004",3.8740847407,49.703652807,"-","-"
"BAZA3<XBSP>","1T2005",3.8493596364,50.977046796,"-","-"
"BAZA3<XBSP>","2T2005",4.4908970764,53.16000792,"-","-"
"BAZA3<XBSP>","3T2005",3.6261589687,54.095413306,"-","-"
"BAZA3<XBSP>","4T2005",8.5146480281,55.011692989,"-","-"
"BAZA3<XBSP>","1T2006",7.5124882136,55.586056245,"-","-"
"BAZA3<XBSP>","2T2006",6.5572493168,56.108184724,"-","-"
"BAZA3<XBSP>","3T2006",6.6467392872,57.194976989,"-","-"
"BAZA3<XBSP>","4T2006",5.6384406594,57.312699606,"-","-"
"BAZA3<XBSP>","1T2007",6.4945105505,58.487868162,"-","-"
"BAZA3<XBSP>","2T2007",7.218285392,59.406846666,"-","-"
"BAZA3<XBSP>","3T2007",7.4650643798,60.593585096,"-","-"
"BAZA3<XBSP>","4T2007",6.0637604584,60.66431986,"-","-"
"BAZA3<XBSP>","1T2008",5.7106263383,61.489828631,"-","-"
"BAZA3<XBSP>","2T2008",4.4862436568,60.760656764,"-","-"
"BAZA3<XBSP>","3T2008",4.6530792054,62.332742809,"-","-"
"BAZA3<XBSP>","4T2008",7.2809246184,63.602494235,"-","-"
"BAZA3<XBSP>","1T2009",6.5094872961,63.991113798,"-","-"
"BAZA3<XBSP>","2T2009",7.4897220397,65.099224313,"-","-"
"BAZA3<XBSP>","3T2009",4.7420289308,63.900646159,"-","-"
"BAZA3<XBSP>","4T2009",0.88713605496,63.999209336,"-","-"
