"Ativo","Data","LiqGer| consolid:sim*","LiqGer| consolid:sim*","LiqCor| consolid:sim*","CapGir| Em moeda orig| em milhares| consolid:sim*","Cap Empl| Em moeda orig| em milhares| consolid:sim*"
"KEPL3<XBSP>","1T1988",1.2223918885,1.2223918885,1.414977235,0.00022321927273,0.0011806232727
"KEPL3<XBSP>","2T1988",1.1665703452,1.1665703452,1.307164294,0.00032438872727,"-"
"KEPL3<XBSP>","3T1988",1.319693481,1.319693481,1.423767206,0.00080642036363,"-"
"KEPL3<XBSP>","4T1988",1.369217763,1.369217763,1.4900963008,0.0019409741818,0.0070144589091
"KEPL3<XBSP>","1T1989",1.4563562605,1.4563562605,1.5459661379,0.0040923636364,"-"
"KEPL3<XBSP>","2T1989","-","-","-","-","-"
"KEPL3<XBSP>","3T1989","-","-","-","-","-"
"KEPL3<XBSP>","4T1989",1.7046803417,1.7046803417,1.8232419857,0.078236727273,0.17044727273
"KEPL3<XBSP>","1T1990","-","-","-","-","-"
"KEPL3<XBSP>","2T1990","-","-","-","-","-"
"KEPL3<XBSP>","3T1990","-","-","-","-","-"
"KEPL3<XBSP>","4T1990",1.653986981,1.653986981,1.3260082805,0.322552,1.6310709091
"KEPL3<XBSP>","1T1991","-","-","-","-","-"
"KEPL3<XBSP>","2T1991","-","-","-","-","-"
"KEPL3<XBSP>","3T1991","-","-","-","-","-"
"KEPL3<XBSP>","4T1991",1.7831685974,1.7831685974,1.3216746323,1.8020836364,12.53898509
"KEPL3<XBSP>","1T1992",2.2152722041,2.2152722041,1.6128290567,5.3583254545,26.423858909
"KEPL3<XBSP>","2T1992",1.73988519,1.73988519,1.4011084656,6.6723938182,46.291715273
"KEPL3<XBSP>","3T1992","-","-","-","-","-"
"KEPL3<XBSP>","4T1992",1.7388670849,1.7388670849,1.2239049995,17.998325091,169.59890727
"KEPL3<XBSP>","1T1993","-","-","-","-","-"
"KEPL3<XBSP>","2T1993",1.6206031952,1.6206031952,1.087781585,27.789546345,716.97108812
"KEPL3<XBSP>","3T1993","-","-","-","-","-"
"KEPL3<XBSP>","4T1993",1.7979660575,1.7979660575,1.4696826441,905.73054545,4767.6134545
"KEPL3<XBSP>","1T1994","-","-","-","-","-"
"KEPL3<XBSP>","2T1994",1.6898764899,1.6898764899,1.1908534496,3592.4651804,41955.053759
"KEPL3<XBSP>","3T1994","-","-","-","-","-"
"KEPL3<XBSP>","4T1994",1.6607868125,1.6607868125,1.2054032022,5502.585,48980.174
"KEPL3<XBSP>","1T1995",1.591885007,1.591885007,1.1581505903,4909.316,57862.46
"KEPL3<XBSP>","2T1995","-","-","-","-","-"
"KEPL3<XBSP>","3T1995","-","-","-","-","-"
"KEPL3<XBSP>","4T1995",1.0469798051,1.0469798051,0.71117188523,-14903.901,50561.802
"KEPL3<XBSP>","1T1996","-","-","-","-","-"
"KEPL3<XBSP>","2T1996","-","-","-","-","-"
"KEPL3<XBSP>","3T1996","-","-","-","-","-"
"KEPL3<XBSP>","4T1996",1.3904251574,1.3904251574,1.2072286426,9145,68338
"KEPL3<XBSP>","1T1997","-","-","-","-","-"
"KEPL3<XBSP>","2T1997","-","-","-","-","-"
"KEPL3<XBSP>","3T1997","-","-","-","-","-"
"KEPL3<XBSP>","4T1997",1.2055010398,1.2055010398,1.0699948815,3829,75825
"KEPL3<XBSP>","1T1998","-","-","-","-","-"
"KEPL3<XBSP>","2T1998","-","-","-","-","-"
"KEPL3<XBSP>","3T1998","-","-","-","-","-"
"KEPL3<XBSP>","4T1998",1.1284940945,1.1284940945,1.0953371362,6234,88908
"KEPL3<XBSP>","1T1999","-","-","-","-","-"
"KEPL3<XBSP>","2T1999","-","-","-","-","-"
"KEPL3<XBSP>","3T1999","-","-","-","-","-"
"KEPL3<XBSP>","4T1999",0.77752792353,0.77752792353,0.77687565273,-13245.999999,75690
"KEPL3<XBSP>","1T2000","-","-","-","-","-"
"KEPL3<XBSP>","2T2000","-","-","-","-","-"
"KEPL3<XBSP>","3T2000","-","-","-","-","-"
"KEPL3<XBSP>","4T2000",1.5482287289,1.5482287289,1.0096813231,480,76625
"KEPL3<XBSP>","1T2001","-","-","-","-","-"
"KEPL3<XBSP>","2T2001",1.5695383711,1.5695383711,1.0621534138,2477,77045
"KEPL3<XBSP>","3T2001",1.3950552191,1.3950552191,1.1359292567,7239.9999999,90670
"KEPL3<XBSP>","4T2001",1.3271033095,1.3271033095,1.1185547661,8843,96006
"KEPL3<XBSP>","1T2002",1.3474949994,1.3474949994,1.2010924507,12333,116126
"KEPL3<XBSP>","2T2002",1.3076320224,1.3076320224,1.0245360395,1411.9999999,106962
"KEPL3<XBSP>","3T2002",1.1983311103,1.1983311103,1.1313673761,12598,130291
"KEPL3<XBSP>","4T2002",1.2417438886,1.2417438886,1.1330447358,14076,141696
"KEPL3<XBSP>","1T2003",1.3112301391,1.3112301391,1.240764622,21097,141405
"KEPL3<XBSP>","2T2003",1.3037646361,1.3037646361,1.2243189557,18972,149444
"KEPL3<XBSP>","3T2003",1.3563849622,1.3563849622,1.139709321,15236,134954
"KEPL3<XBSP>","4T2003",1.306921931,1.306921931,1.176920689,21087,150840
"KEPL3<XBSP>","1T2004",1.1474902841,1.1474902841,1.2058345955,30170,215018
"KEPL3<XBSP>","2T2004",1.0436737645,1.0436737645,1.1509981437,25135,223708
"KEPL3<XBSP>","3T2004",0.93443227416,0.93443227416,1.0846068907,14405,246204
"KEPL3<XBSP>","4T2004",0.84290336428,0.84290336428,1.3973512458,52115,281565
"KEPL3<XBSP>","1T2005",0.82796035244,0.82796035244,1.2705646008,50236,363765
"KEPL3<XBSP>","2T2005",0.76430119551,0.76430119551,1.0945329399,20409,384292
"KEPL3<XBSP>","3T2005",0.74160595347,0.74160595347,0.94364556001,-13057.999999,362290
"KEPL3<XBSP>","4T2005",0.73730626821,0.73730626821,0.82846379209,-49358,374663
"KEPL3<XBSP>","1T2006",0.70693284682,0.70693284682,0.67586039703,-104289,372365
"KEPL3<XBSP>","2T2006",0.66683133253,0.66683133253,0.42420746054,-216084,367744
"KEPL3<XBSP>","3T2006",0.62582334672,0.62582334672,0.40542177798,-263042,373768
"KEPL3<XBSP>","4T2006",0.31019712677,0.31019712677,0.28832350174,-307161,225741
"KEPL3<XBSP>","1T2007",0.26610292769,0.26610292769,0.23848596834,-328259,202219
"KEPL3<XBSP>","2T2007",0.31802234288,0.31802234288,0.30569301595,-289869,230516
"KEPL3<XBSP>","3T2007",0.93839780316,0.93839780316,0.85703748575,-40121,375617
"KEPL3<XBSP>","4T2007",1.1924433864,1.1924433864,2.7057700921,87593,342626
"KEPL3<XBSP>","1T2008",1.230540982,1.230540982,3.1177344559,94074,344509
"KEPL3<XBSP>","2T2008",1.2671670478,1.2671670478,3.1324509862,107789,356329
"KEPL3<XBSP>","3T2008",1.20160224,1.20160224,2.1934309423,106861,355335
"KEPL3<XBSP>","4T2008",1.2448889071,1.2448889071,2.9264365153,116403,356918
"KEPL3<XBSP>","1T2009",1.2521434464,1.2521434464,4.3329758558,114991,350652
"KEPL3<XBSP>","2T2009",1.267033263,1.267033263,3.906154861,114549,347870
"KEPL3<XBSP>","3T2009",1.237683724,1.237683724,2.5316482463,108649,351976
"KEPL3<XBSP>","4T2009",1.251173995,1.251173995,2.2975235933,109716,355347
"KEPL3<XBSP>","1T2010",1.1053404374,1.1053404374,2.1182626897,98302,454475
"KEPL3<XBSP>","2T2010",1.1130644037,1.1130644037,2.0862672291,111753,454417
"KEPL3<XBSP>","3T2010",1.1341313149,1.1341313149,1.9941582538,122701,472514
"KEPL3<XBSP>","4T2010",1.2122828745,1.2122828745,2.2762960329,129202,484459
"KEPL3<XBSP>","1T2011",1.2109153303,1.2109153303,2.2887761866,122484,475138
"KEPL3<XBSP>","2T2011",1.2312042154,1.2312042154,2.2483503299,120698,477206
"KEPL3<XBSP>","3T2011",1.2173352013,1.2173352013,2.3036605524,162470,511011
"KEPL3<XBSP>","4T2011",1.2357018917,1.2357018917,2.4393075295,191805,561091
"KEPL3<XBSP>","1T2012",1.2799861004,1.2799861004,2.3721947935,171206,557130
"KEPL3<XBSP>","2T2012",1.2887579196,1.2887579196,2.2320168322,158685,541743
"KEPL3<XBSP>","3T2012",1.3122869285,1.3122869285,2.3658064922,151849,496985
"KEPL3<XBSP>","4T2012",1.3670090811,1.3670090811,2.022384368,132272,491167
"KEPL3<XBSP>","1T2013",1.3955474195,1.3955474195,1.921207468,121183,493586
"KEPL3<XBSP>","2T2013",1.3911668737,1.3911668737,2.1400882733,143878,492279
"KEPL3<XBSP>","3T2013",1.3834607259,1.3834607259,1.9683236446,163240,514205
"KEPL3<XBSP>","4T2013",1.4077942755,1.4077942755,1.7995237755,145391,523782
"KEPL3<XBSP>","1T2014",1.3897019292,1.3897019292,1.5329590908,123517,547623
"KEPL3<XBSP>","2T2014",1.4466232211,1.4466232211,1.677655766,140455,551976
"KEPL3<XBSP>","3T2014",1.5242805117,1.5242805117,1.6359521952,181827,613539
"KEPL3<XBSP>","4T2014",1.6592827837,1.6592827837,1.7228450622,172666,649674
"KEPL3<XBSP>","1T2015",1.5982485957,1.5982485957,1.6923161391,176533,626528
"KEPL3<XBSP>","2T2015",1.5747970405,1.5747970405,1.6481792931,152619,601542
"KEPL3<XBSP>","3T2015",1.518524703,1.518524703,1.5098724913,125680,626792
"KEPL3<XBSP>","4T2015",1.6224668443,1.6224668443,1.6296075674,140575,616635
"KEPL3<XBSP>","1T2016",1.6836787768,1.6836787768,1.8276829739,145702,623006
"KEPL3<XBSP>","2T2016",1.7699403547,1.7699403547,1.9359069204,139160,592363
"KEPL3<XBSP>","3T2016",1.6526076068,1.6526076068,1.6945842572,128753,618074
"KEPL3<XBSP>","4T2016",1.5994751706,1.5994751706,1.5157658306,107466,605488
"KEPL3<XBSP>","1T2017",1.6642073756,1.6642073756,1.4770760537,90248,588227
"KEPL3<XBSP>","2T2017",1.6485835872,1.6485835872,1.4629702794,93745,573980
"KEPL3<XBSP>","3T2017",1.5602344049,1.5602344049,1.3294560124,78399,575121
"KEPL3<XBSP>","4T2017",1.5443917165,1.5443917165,1.340965172,77380,538789
"KEPL3<XBSP>","1T2018",1.6218324005,1.6218324005,1.3640119185,66703,513211
"KEPL3<XBSP>","2T2018",1.4980578159,1.4980578159,1.1562560895,32075,518330
"KEPL3<XBSP>","3T2018",1.5513928656,1.5513928656,1.4141394378,82550,507128
"KEPL3<XBSP>","4T2018",1.6648407585,1.6648407585,1.547731266,111913,531242
"KEPL3<XBSP>","1T2019",1.7955867701,1.7955867701,1.6107967502,108483,538631
"KEPL3<XBSP>","2T2019",1.8695434108,1.8695434108,1.6153161269,117486,522804
"KEPL3<XBSP>","3T2019",2.0099755159,2.0099755159,1.7641469232,138076,517489
"KEPL3<XBSP>","4T2019",2.1061096791,2.1061096791,1.7138279656,126314,524707
"KEPL3<XBSP>","1T2020",2.2798584409,2.2798584409,1.9067022585,138584,550923
"KEPL3<XBSP>","2T2020",2.090049153,2.090049153,1.6811624205,138199,568751
"KEPL3<XBSP>","3T2020",1.8439895576,1.8439895576,1.5548485594,164633,599140
"KEPL3<XBSP>","4T2020",1.6431538735,1.6431538735,1.3871483513,153514,561906
"KEPL3<XBSP>","1T2021",1.6970084598,1.6970084598,1.4480147178,171440,579034
"KEPL3<XBSP>","2T2021",1.8226273213,1.8226273213,1.6167766332,284458,691474
"KEPL3<XBSP>","3T2021",1.703273193,1.703273193,1.6218011599,361310,773715
"KEPL3<XBSP>","4T2021",1.3986486244,1.3986486244,1.2612254576,128897,545747
"KEPL3<XBSP>","1T2022",1.4711354029,1.4711354029,1.3785206742,182612,578224
"KEPL3<XBSP>","2T2022",1.4595325718,1.4595325718,1.4932033697,288921,741505
"KEPL3<XBSP>","3T2022",1.5691446761,1.5691446761,1.6012037737,354697,801877
"KEPL3<XBSP>","4T2022",1.4946135153,1.4946135153,1.5892429606,338404,781935
"KEPL3<XBSP>","1T2023",1.470140272,1.470140272,1.7172812479,357465,893918
"KEPL3<XBSP>","2T2023",1.5568280932,1.5568280932,1.9290499104,374186,894487
"KEPL3<XBSP>","3T2023",1.4450698916,1.4450698916,1.6819649977,376459,960756
"KEPL3<XBSP>","4T2023",1.4618636732,1.4618636732,1.6152432715,374007,993366
"KEPL3<XBSP>","1T2024",1.602035486,1.602035486,1.9156570061,437804,1021488
"KLBN3<XBSP>","4T1986",0.42806972578,0.42806972578,1.0242761168,0.000021044727274,0.0053361225455
"KLBN3<XBSP>","1T1987","-","-","-","-","-"
"KLBN3<XBSP>","2T1987","-","-","-","-","-"
"KLBN3<XBSP>","3T1987","-","-","-","-","-"
"KLBN3<XBSP>","4T1987",0.49038424214,0.49038424214,0.98160911378,-0.00008626836363,0.023449181091
"KLBN3<XBSP>","1T1988","-","-","-","-","-"
"KLBN3<XBSP>","2T1988",0.52673889229,0.52673889229,0.96374630766,-0.00080709818177,0.11255425781
"KLBN3<XBSP>","3T1988",0.56645144042,0.56645144042,1.0679704937,0.0014566825453,0.11324811127
"KLBN3<XBSP>","4T1988",0.64409579455,0.64409579455,1.1480516002,0.0081310112725,0.23535073454
"KLBN3<XBSP>","1T1989",0.70409927576,0.70409927576,1.2784298501,0.019037818182,0.35037236364
"KLBN3<XBSP>","2T1989",0.66015415223,0.66015415223,1.3125889457,0.029552727273,0.55087018182
"KLBN3<XBSP>","3T1989",0.60019956294,0.60019956294,1.0672655542,0.018463636363,1.3795818182
"KLBN3<XBSP>","4T1989",0.67835418212,0.67835418212,1.2017585705,0.17256036364,4.4328418182
"KLBN3<XBSP>","1T1990",0.70660527096,0.70660527096,1.2901500179,0.95524254545,17.291257091
"KLBN3<XBSP>","2T1990",0.65071285797,0.65071285797,1.1606861102,0.75828254545,21.224927273
"KLBN3<XBSP>","3T1990",0.57988989042,0.57988989042,0.99761953518,-0.018658909082,31.380666545
"KLBN3<XBSP>","4T1990",0.49554248611,0.49554248611,0.87305626626,-1.7484643636,53.126237091
"KLBN3<XBSP>","1T1991",0.47711952331,0.47711952331,0.83648154928,-3.4730665455,86.797758545
"KLBN3<XBSP>","2T1991",0.43142020406,0.43142020406,0.78444435623,-5.657368,107.06654945
"KLBN3<XBSP>","3T1991",0.4177516213,0.4177516213,0.83655518032,-5.9888309091,165.657448
"KLBN3<XBSP>","4T1991",0.37991459679,0.37991459679,1.03970462,2.3716363636,544.12218182
"KLBN3<XBSP>","1T1992",0.37847261694,0.37847261694,0.811918998,-29.568727273,1071.1992727
"KLBN3<XBSP>","2T1992",0.35570099809,0.35570099809,0.81961175228,-54.551636364,1977.4265455
"KLBN3<XBSP>","3T1992",0.32827324384,0.32827324384,0.75190415551,-139.06872727,3679.0974545
"KLBN3<XBSP>","4T1992",0.3821261718,0.3821261718,0.87949794063,-117.82581818,7332.9603636
"KLBN3<XBSP>","1T1993",0.37190646544,0.37190646544,0.65814444787,-857.28509091,15139.14109
"KLBN3<XBSP>","2T1993",0.41181794686,0.41181794686,0.68877939779,-2000.036,33134.820364
"KLBN3<XBSP>","3T1993",0.40628269154,0.40628269154,0.73590399196,-3328.4992727,76461.317454
"KLBN3<XBSP>","4T1993",0.43619694263,0.43619694263,0.99441191,-161.29890909,198221.89673
"KLBN3<XBSP>","1T1994",0.40842489228,0.40842489228,0.7948889617,-18746.885091,530965.98582
"KLBN3<XBSP>","2T1994",0.40903125824,0.40903125824,0.75544780083,-71364,1556393
"KLBN3<XBSP>","3T1994",0.42521663913,0.42521663913,0.77087400048,-70662,1763291
"KLBN3<XBSP>","4T1994",0.49923240333,0.49923240333,1.0724774346,22981,1966229
"KLBN3<XBSP>","1T1995",0.48537065759,0.48537065759,1.0073094094,2410,2027921
"KLBN3<XBSP>","2T1995","-","-","-","-","-"
"KLBN3<XBSP>","3T1995",0.56884355246,0.56884355246,1.3757297411,134577,2426841
"KLBN3<XBSP>","4T1995",0.56210825505,0.56210825505,1.326582681,127363,2512427
"KLBN3<XBSP>","1T1996",0.53349844031,0.53349844031,1.2269112403,85455,2536776
"KLBN3<XBSP>","2T1996",0.50850083112,0.50850083112,1.2491110539,87012,2564930
"KLBN3<XBSP>","3T1996",0.53733830641,0.53733830641,1.3716762846,134610,2650247
"KLBN3<XBSP>","4T1996",0.56868651726,0.56868651726,1.5991708323,206524,2583218
"KLBN3<XBSP>","1T1997",0.54809631192,0.54809631192,1.4978393019,185823,2605514
"KLBN3<XBSP>","2T1997",0.53764052881,0.53764052881,1.2364985888,103650,2611730
"KLBN3<XBSP>","3T1997",0.5627152264,0.5627152264,1.4092988521,174286,2705395
"KLBN3<XBSP>","4T1997",0.55019830977,0.55019830977,1.3652762668,157803,2738408
"KLBN3<XBSP>","1T1998",0.57406288846,0.57406288846,1.4388340246,206851,2816432
"KLBN3<XBSP>","2T1998",0.60609760759,0.60609760759,1.6594050093,260796,2718264
"KLBN3<XBSP>","3T1998",0.58475231625,0.58475231625,1.0846189144,48867,2694323
"KLBN3<XBSP>","4T1998",0.54696109196,0.54696109196,0.89786504822,-65143,2655270
"KLBN3<XBSP>","1T1999",0.52279351666,0.52279351666,0.72168867592,-246497,2776810
"KLBN3<XBSP>","2T1999",0.57109451342,0.57109451342,0.82024209595,-184112,2907950
"KLBN3<XBSP>","3T1999",0.48207965739,0.48207965739,0.81364264621,-164897,2929424
"KLBN3<XBSP>","4T1999",0.49529560027,0.49529560027,1.2513266325,158804,2969875
"KLBN3<XBSP>","1T2000",0.48501947765,0.48501947765,1.2171916772,136566,2943784
"KLBN3<XBSP>","2T2000",0.45386507105,0.45386507105,1.144293017,87729,2871900
"KLBN3<XBSP>","3T2000",0.61390210756,0.61390210756,1.380790529,401865,3605334
"KLBN3<XBSP>","4T2000",0.34264133053,0.34264133053,0.66684672887,-415681,4063718
"KLBN3<XBSP>","1T2001",0.36801048969,0.36801048969,0.83137657229,-166662,4118841
"KLBN3<XBSP>","2T2001",0.38831433595,0.38831433595,0.91203208205,-87041,4258056
"KLBN3<XBSP>","3T2001",0.38456441101,0.38456441101,0.74473139554,-324621,4338801
"KLBN3<XBSP>","4T2001",0.34129542823,0.34129542823,0.50243505224,-731415,4093603
"KLBN3<XBSP>","1T2002",0.36638742086,0.36638742086,0.54227668546,-684219,4172671
"KLBN3<XBSP>","2T2002",0.34468197953,0.34468197953,0.43986544028,-1055000,4147938
"KLBN3<XBSP>","3T2002",0.33441091917,0.33441091917,0.36122519861,-1653413,4215083
"KLBN3<XBSP>","4T2002",0.41750316771,0.41750316771,0.50302327699,-1009561,4332658
"KLBN3<XBSP>","1T2003",0.44818689581,0.44818689581,0.54330944531,-957428,4388153
"KLBN3<XBSP>","2T2003",0.63343917837,0.63343917837,0.8623973287,-281129,5352700
"KLBN3<XBSP>","3T2003",1.0337004687,1.0337004687,1.3552934918,374037,3367153
"KLBN3<XBSP>","4T2003",0.96891286705,0.96891286705,1.6284269373,571614,3337194
"KLBN3<XBSP>","1T2004",1.0355766015,1.0355766015,2.1705443697,931456,3605019
"KLBN3<XBSP>","2T2004",1.0939654976,1.0939654976,2.7431870244,1133856,3864797
"KLBN3<XBSP>","3T2004",1.1464948765,1.1464948765,2.6132110229,1081537,3734435
"KLBN3<XBSP>","4T2004",1.089484422,1.089484422,2.4259340371,1194783,3935247
"KLBN3<XBSP>","1T2005",1.1380403133,1.1380403133,2.6889421754,1423481,4258942
"KLBN3<XBSP>","2T2005",1.1890264361,1.1890264361,3.3086515664,1548251,4322419
"KLBN3<XBSP>","3T2005",1.13218561,1.13218561,2.4532754255,1328099,4376719
"KLBN3<XBSP>","4T2005",1.1094299941,1.1094299941,2.2041331114,1216803,4297534
"KLBN3<XBSP>","1T2006",1.1848368721,1.1848368721,3.5968479297,1804077,4558702
"KLBN3<XBSP>","2T2006",1.1684009501,1.1684009501,4.5274267749,2228212,5098762
"KLBN3<XBSP>","3T2006",1.0621717117,1.0621717117,3.8804420963,1939249,5049465
"KLBN3<XBSP>","4T2006",0.97081845602,0.97081845602,2.9297408975,2069815,5656966
"KLBN3<XBSP>","1T2007",0.87390618253,0.87390618253,2.861256292,1968621,6098680
"KLBN3<XBSP>","2T2007",0.82941070737,0.82941070737,2.6396964676,1951652,6557966
"KLBN3<XBSP>","3T2007",0.76536711398,0.76536711398,2.4655930678,1861844,6932505
"KLBN3<XBSP>","4T2007",0.69769572379,0.69769572379,2.708167617,1931420,7122415
"KLBN3<XBSP>","1T2008",0.73001956044,0.73001956044,4.5229756431,2579942,7540573
"KLBN3<XBSP>","2T2008",0.75050567262,0.75050567262,4.8616109977,2643014,7645421
"KLBN3<XBSP>","3T2008",0.70529309097,0.70529309097,4.3337992547,2628374,7811908
"KLBN3<XBSP>","4T2008",0.65136225282,0.65136225282,3.7710928088,2337051,7878094
"KLBN3<XBSP>","1T2009",0.65270647229,0.65270647229,2.946611661,2009641,7822872
"KLBN3<XBSP>","2T2009",0.67554082425,0.67554082425,2.7241228525,1845258,7530270
"KLBN3<XBSP>","3T2009",0.70755049588,0.70755049588,2.8498125378,2089970,7547056
"KLBN3<XBSP>","4T2009",0.69385055839,0.69385055839,2.3307191287,1935008,7238423
"KLBN3<XBSP>","1T2010",0.61472767375,0.61472767375,2.7516319627,2409354,10999388
"KLBN3<XBSP>","2T2010",0.62006023807,0.62006023807,2.5767692314,2360433,11004857
"KLBN3<XBSP>","3T2010",0.64546838437,0.64546838437,2.5247494667,2539086,11236063
"KLBN3<XBSP>","4T2010",1.0184728837,1.0184728837,2.4407802176,2436234,11412451
"KLBN3<XBSP>","1T2011",1.0387938604,1.0387938604,2.3989230566,2341793,11394699
"KLBN3<XBSP>","2T2011",1.0414555982,1.0414555982,2.196943513,2218457,11396311
"KLBN3<XBSP>","3T2011",1.0023503685,1.0023503685,2.309820285,2539177,11674481
"KLBN3<XBSP>","4T2011",0.92497905449,0.92497905449,2.112940765,2150876,11719486
"KLBN3<XBSP>","1T2012",0.980451062,0.980451062,2.3599536777,2540097,12641200
"KLBN3<XBSP>","2T2012",0.93799257394,0.93799257394,2.6224137406,3039133,13377646
"KLBN3<XBSP>","3T2012",0.95548761765,0.95548761765,2.5437698245,2920195,13731874
"KLBN3<XBSP>","4T2012",0.95051827928,0.95051827928,2.5077048686,2664701,13451284
"KLBN3<XBSP>","1T2013",0.96886743345,0.96886743345,2.688420173,2804292,13525575
"KLBN3<XBSP>","2T2013",0.90375245013,0.90375245013,2.121665942,2272604,13423308
"KLBN3<XBSP>","3T2013",0.90732345102,0.90732345102,2.2337065838,2276143,13439966
"KLBN3<XBSP>","4T2013",0.89579733194,0.89579733194,2.7120611089,3046635,14264959
"KLBN3<XBSP>","1T2014",1.0339882139,1.0339882139,3.6818339837,5006622,17122104
"KLBN3<XBSP>","2T2014",0.93469041078,0.93469041078,2.6684037628,4607946,18173991
"KLBN3<XBSP>","3T2014",0.95110983138,0.95110983138,3.7710990046,6084491,20031087
"KLBN3<XBSP>","4T2014",0.87254131637,0.87254131637,3.1361946394,5380803,20409971
"KLBN3<XBSP>","1T2015",0.78331922004,0.78331922004,2.6370546593,4961397,21243518
"KLBN3<XBSP>","2T2015",0.75345714413,0.75345714413,2.4308183536,4592708,22135469
"KLBN3<XBSP>","3T2015",0.67432148038,0.67432148038,2.7507275783,5558413,24021265
"KLBN3<XBSP>","4T2015",0.6568697217,0.6568697217,2.7434961001,5513449,25152001
"KLBN3<XBSP>","1T2016",0.66562776434,0.66562776434,2.5472829795,5233957,25912435
"KLBN3<XBSP>","2T2016",0.70663779127,0.70663779127,2.5333319992,5440219,26981874
"KLBN3<XBSP>","3T2016",0.7035666777,0.7035666777,2.376381752,5197969,27082378
"KLBN3<XBSP>","4T2016",0.70420187497,0.70420187497,2.4036782422,5816371,28008174
"KLBN3<XBSP>","1T2017",0.74283489125,0.74283489125,2.7447486254,6667016,28930495
"KLBN3<XBSP>","2T2017",0.73559712855,0.73559712855,2.883386004,6699818,28160764
"KLBN3<XBSP>","3T2017",0.76254901458,0.76254901458,3.2324532451,7788536,29013319
"KLBN3<XBSP>","4T2017",0.75772487614,0.75772487614,3.1498639166,8056256,29272108
"KLBN3<XBSP>","1T2018",0.74291859602,0.74291859602,3.423833699,7067933,27383614
"KLBN3<XBSP>","2T2018",0.71582237742,0.71582237742,2.8981300592,6739996,27484454
"KLBN3<XBSP>","3T2018",0.7228551802,0.7228551802,2.9427487314,7232057,27913761
"KLBN3<XBSP>","4T2018",0.74079701174,0.74079701174,2.9290745449,7153618,27900892
"KLBN3<XBSP>","1T2019",0.73375644607,0.73375644607,4.3025132145,8852030,28881427
"KLBN3<XBSP>","2T2019",0.76071480793,0.76071480793,4.8443115651,12253820,32776341
"KLBN3<XBSP>","3T2019",0.76846972032,0.76846972032,5.1099128229,13420123,35614055
"KLBN3<XBSP>","4T2019",0.73466836826,0.73466836826,4.4045233358,10569421,32873101
"KLBN3<XBSP>","1T2020",0.62524069763,0.62524069763,3.9263967102,9024946,32100209
"KLBN3<XBSP>","2T2020",0.63692279545,0.63692279545,5.6540670723,11952226,35331098
"KLBN3<XBSP>","3T2020",0.58527889961,0.58527889961,3.9018336979,9115063,33456456
"KLBN3<XBSP>","4T2020",0.55923420375,0.55923420375,2.9849050996,7172399,32377810
"KLBN3<XBSP>","1T2021",0.58208846154,0.58208846154,2.9217323883,8781458,35741426
"KLBN3<XBSP>","2T2021",0.58800643215,0.58800643215,2.7909868624,8321156,35184240
"KLBN3<XBSP>","3T2021",0.60253411772,0.60253411772,2.5990116387,8659657,37218629
"KLBN3<XBSP>","4T2021",0.60141422508,0.60141422508,2.4937241971,8321300,38364166
"KLBN3<XBSP>","1T2022",0.60900408834,0.60900408834,2.5282054255,6907108,36806187
"KLBN3<XBSP>","2T2022",0.60456625805,0.60456625805,2.4464759913,7886271,40164289
"KLBN3<XBSP>","3T2022",0.59957840066,0.59957840066,2.3471209167,7180335,41866482
"KLBN3<XBSP>","4T2022",0.58964780339,0.58964780339,1.9350801254,6042254,43068588
"KLBN3<XBSP>","1T2023",0.60960963651,0.60960963651,2.0697937811,6700694,45256703
"KLBN3<XBSP>","2T2023",0.61395077559,0.61395077559,1.8554041302,5368885,44946389
"KLBN3<XBSP>","3T2023",0.6158436395,0.6158436395,2.1583322669,7286298,47607790
"KLBN3<XBSP>","4T2023",0.66011786104,0.66011786104,2.7025969684,10373118,50903006
"KLBN3<XBSP>","1T2024",0.66533098337,0.66533098337,2.7892941998,11530550,52973093
"KLBN4<XBSP>","4T1986",0.42806972578,0.42806972578,1.0242761168,0.000021044727274,0.0053361225455
"KLBN4<XBSP>","1T1987","-","-","-","-","-"
"KLBN4<XBSP>","2T1987","-","-","-","-","-"
"KLBN4<XBSP>","3T1987","-","-","-","-","-"
"KLBN4<XBSP>","4T1987",0.49038424214,0.49038424214,0.98160911378,-0.00008626836363,0.023449181091
"KLBN4<XBSP>","1T1988","-","-","-","-","-"
"KLBN4<XBSP>","2T1988",0.52673889229,0.52673889229,0.96374630766,-0.00080709818177,0.11255425781
"KLBN4<XBSP>","3T1988",0.56645144042,0.56645144042,1.0679704937,0.0014566825453,0.11324811127
"KLBN4<XBSP>","4T1988",0.64409579455,0.64409579455,1.1480516002,0.0081310112725,0.23535073454
"KLBN4<XBSP>","1T1989",0.70409927576,0.70409927576,1.2784298501,0.019037818182,0.35037236364
"KLBN4<XBSP>","2T1989",0.66015415223,0.66015415223,1.3125889457,0.029552727273,0.55087018182
"KLBN4<XBSP>","3T1989",0.60019956294,0.60019956294,1.0672655542,0.018463636363,1.3795818182
"KLBN4<XBSP>","4T1989",0.67835418212,0.67835418212,1.2017585705,0.17256036364,4.4328418182
"KLBN4<XBSP>","1T1990",0.70660527096,0.70660527096,1.2901500179,0.95524254545,17.291257091
