"Ativo","Data","LiqGer| consolid:sim*","LiqGer| consolid:sim*","LiqCor| consolid:sim*","CapGir| Em moeda orig| em milhares| consolid:sim*","Cap Empl| Em moeda orig| em milhares| consolid:sim*"
"ELET6<XBSP>","2T1998","-","-","-","-","-"
"ELET6<XBSP>","3T1998","-","-","-","-","-"
"ELET6<XBSP>","4T1998",0.59075529434,0.59075529434,0.99979379024,-1545,81830940
"ELET6<XBSP>","1T1999","-","-","-","-","-"
"ELET6<XBSP>","2T1999","-","-","-","-","-"
"ELET6<XBSP>","3T1999","-","-","-","-","-"
"ELET6<XBSP>","4T1999",0.56097163642,0.56097163642,0.98735970428,-88353,79365136
"ELET6<XBSP>","1T2000","-","-","-","-","-"
"ELET6<XBSP>","2T2000","-","-","-","-","-"
"ELET6<XBSP>","3T2000","-","-","-","-","-"
"ELET6<XBSP>","4T2000",0.60517781587,0.60517781587,1.1428535209,1138161,85077300
"ELET6<XBSP>","1T2001","-","-","-","-","-"
"ELET6<XBSP>","2T2001","-","-","-","-","-"
"ELET6<XBSP>","3T2001","-","-","-","-","-"
"ELET6<XBSP>","4T2001",0.68411644283,0.68411644283,0.99865045877,-13692,96632735
"ELET6<XBSP>","1T2002","-","-","-","-","-"
"ELET6<XBSP>","2T2002","-","-","-","-","-"
"ELET6<XBSP>","3T2002","-","-","-","-","-"
"ELET6<XBSP>","4T2002",0.62720029542,0.62720029542,1.2178110739,1965166,113964649
"ELET6<XBSP>","1T2003","-","-","-","-","-"
"ELET6<XBSP>","2T2003","-","-","-","-","-"
"ELET6<XBSP>","3T2003","-","-","-","-","-"
"ELET6<XBSP>","4T2003",0.70032161078,0.70032161078,1.2952473653,2776663,111659400
"ELET6<XBSP>","1T2004","-","-","-","-","-"
"ELET6<XBSP>","2T2004","-","-","-","-","-"
"ELET6<XBSP>","3T2004","-","-","-","-","-"
"ELET6<XBSP>","4T2004",0.73287270789,0.73287270789,1.1756475348,1778556,111531002
"ELET6<XBSP>","1T2005","-","-","-","-","-"
"ELET6<XBSP>","2T2005","-","-","-","-","-"
"ELET6<XBSP>","3T2005","-","-","-","-","-"
"ELET6<XBSP>","4T2005",0.83620837053,0.83620837053,1.4166600964,3767981,113055437
"ELET6<XBSP>","1T2006","-","-","-","-","-"
"ELET6<XBSP>","2T2006","-","-","-","-","-"
"ELET6<XBSP>","3T2006","-","-","-","-","-"
"ELET6<XBSP>","4T2006",0.89412834991,0.89412834991,1.5219327794,5220118,113880305
"ELET6<XBSP>","1T2007",0.92404536924,0.92404536924,1.6872810339,6193354,113913468
"ELET6<XBSP>","2T2007",0.95283153568,0.95283153568,1.8930164735,7665565,112431097
"ELET6<XBSP>","3T2007",0.97290096923,0.97290096923,1.8232937815,8184403,112433651
"ELET6<XBSP>","4T2007",1.0122286882,1.0122286882,1.6913982168,7607252,111005168
"ELET6<XBSP>","1T2008",1.0457787114,1.0457787114,1.9026420967,9071016,111218246
"ELET6<XBSP>","2T2008",1.0893283656,1.0893283656,1.9551260865,9704465,110879884
"ELET6<XBSP>","3T2008",1.0392471917,1.0392471917,2.0275200809,11926852,117669948
"ELET6<XBSP>","4T2008",0.98689113132,0.98689113132,1.7916727328,11310641,125481527
"ELET6<XBSP>","1T2009",0.98684566378,0.98684566378,1.9890597017,12742611,125626750
"ELET6<XBSP>","2T2009",1.0154826977,1.0154826977,2.2525454057,13725365,119443147
"ELET6<XBSP>","3T2009",1.0568413765,1.0568413765,2.5813461517,16661305,121317776
"ELET6<XBSP>","4T2009",0.85556610131,0.85556610131,1.990688551,14031542,120651862
"ELET6<XBSP>","1T2010",0.85201519456,0.85201519456,2.3260657225,15357313,120838954
"ELET6<XBSP>","2T2010",0.85910688378,0.85910688378,2.0556340703,14845573,120467940
"ELET6<XBSP>","3T2010",0.87974508003,0.87974508003,1.9690184288,14882530,122032655
"ELET6<XBSP>","4T2010",1.2207563511,1.2207563511,1.7858912404,14436437,130520440
"ELET6<XBSP>","1T2011",1.2997235111,1.2997235111,1.7987680809,15425147,132615924
"ELET6<XBSP>","2T2011",1.2919893334,1.2919893334,1.8674580935,14104722,132580088
"ELET6<XBSP>","3T2011",1.2631482756,1.2631482756,1.4932249861,10195795,136394357
"ELET6<XBSP>","4T2011",1.1983373515,1.1983373515,1.403366126,10537863,141905183
"ELET6<XBSP>","1T2012",1.1961333246,1.1961333246,1.3867430534,10223203,143801425
"ELET6<XBSP>","2T2012",1.1825043455,1.1825043455,1.1804826624,5388196.0001,144419688
"ELET6<XBSP>","3T2012",1.1617349477,1.1617349477,1.1087149045,3421129,146362278
"ELET6<XBSP>","4T2012",1.1160411165,1.1160411165,1.4373760257,13492896,146272934
"ELET6<XBSP>","1T2013",1.2851753607,1.2851753607,1.6843233834,16375630,118809567
"ELET6<XBSP>","2T2013",1.2608571538,1.2608571538,1.6193694971,14247045,119102906
"ELET6<XBSP>","3T2013",1.2367872086,1.2367872086,1.6433266484,14724010,119313990
"ELET6<XBSP>","4T2013",1.1601979384,1.1601979384,1.5207410227,13381945,114851677
"ELET6<XBSP>","1T2014",1.153857346,1.153857346,1.4885486919,9625315,124455830
"ELET6<XBSP>","2T2014",1.1364171084,1.1364171084,1.2315311861,5047610,123319900
"ELET6<XBSP>","3T2014",1.0845045378,1.0845045378,1.1440325407,3838214,126588762
"ELET6<XBSP>","4T2014",1.0483507111,1.0483507111,1.5842761007,11267185,130679459
"ELET6<XBSP>","1T2015",1.0445758742,1.0445758742,1.5599740317,12366359,136212588
"ELET6<XBSP>","2T2015",1.0243345388,1.0243345388,1.3965791067,8838808,134605679
"ELET6<XBSP>","3T2015",0.98019089067,0.98019089067,1.3499653872,7891534,136067437
"ELET6<XBSP>","4T2015",0.90086662872,0.90086662872,1.0476074732,1337753,126260411
"ELET6<XBSP>","1T2016",0.8544364068,0.8544364068,0.9814329488,-541773,124627671
"ELET6<XBSP>","2T2016",0.98396308694,0.98396308694,0.87235278819,-3990808,146969883
"ELET6<XBSP>","3T2016",0.9670971165,0.9670971165,0.85076237095,-4683018,149525499
"ELET6<XBSP>","4T2016",0.92058124293,0.92058124293,0.94007876421,-1865858,145343570
"ELET6<XBSP>","1T2017",0.92733293409,0.92733293409,1.0354472688,930777.99997,147699678
"ELET6<XBSP>","2T2017",0.92785377251,0.92785377251,1.1065927183,2941936,148981007
"ELET6<XBSP>","3T2017",0.93063417571,0.93063417571,1.1411735662,3960011,148764480
"ELET6<XBSP>","4T2017",0.88733595071,0.88733595071,1.0927773555,3171775,145003304
"ELET6<XBSP>","1T2018",0.88742534999,0.88742534999,1.0929357875,3141835,142762534
"ELET6<XBSP>","2T2018",0.91263467884,0.91263467884,1.2371568513,7914522,148795694
"ELET6<XBSP>","3T2018",0.92992285283,0.92992285283,1.1452689507,5910768.0001,146543384
"ELET6<XBSP>","4T2018",0.9601086922,0.9601086922,1.2825936424,10321441.999,156941344
"ELET6<XBSP>","1T2019",0.9648746885,0.9648746885,1.3385884107,11290882,157889739
"ELET6<XBSP>","2T2019",1.0102882007,1.0102882007,1.4752514545,13542390,164798437
"ELET6<XBSP>","3T2019",1.0157745888,1.0157745888,1.5647181606,14010164,160063984
"ELET6<XBSP>","4T2019",1.0783455334,1.0783455334,1.5882039345,15080406,159763302
"ELET6<XBSP>","1T2020",1.0844207638,1.0844207638,1.7356361628,18112365,162311665
"ELET6<XBSP>","2T2020",1.1231127436,1.1231127436,1.7959899776,21060626,166683176
"ELET6<XBSP>","3T2020",1.1270282873,1.1270282873,1.883684594,21823222,165932489
"ELET6<XBSP>","4T2020",1.1078543295,1.1078543295,1.7118039402,18791671,164194455
"ELET6<XBSP>","1T2021",1.1040886757,1.1040886757,1.7864512029,19266027,163713542
"ELET6<XBSP>","2T2021",1.1352348312,1.1352348312,1.9462077729,24358151,166720822
"ELET6<XBSP>","3T2021",1.0846858532,1.0846858532,1.6995829113,18608974,178744012
"ELET6<XBSP>","4T2021",1.0930303847,1.0930303847,1.6641283316,15861624,172864224
"ELET6<XBSP>","1T2022",1.1267998168,1.1267998168,1.7133176199,17238162,173279368
"ELET6<XBSP>","2T2022",0.83729401806,0.83729401806,1.4720390743,12859904,224473602
"ELET6<XBSP>","3T2022",0.76295991294,0.76295991294,1.7618561391,18817356,249042096
"ELET6<XBSP>","4T2022",0.76331773437,0.76331773437,1.8767580545,23182251,251525675
"ELET6<XBSP>","1T2023",0.75889594761,0.75889594761,2.0523996058,24879195,251561532
"ELET6<XBSP>","2T2023",0.75072984549,0.75072984549,1.4661117416,13908917,248726238
"ELET6<XBSP>","3T2023",0.75753518939,0.75753518939,1.8774118854,27122801,262060685
"ELET6<XBSP>","4T2023",0.76446735205,0.76446735205,1.7635309123,20737340,251272730
"ELMD3<XBSP>","4T2017",0.46633707865,0.46633707865,0.9022888881,-5524,134787
"ELMD3<XBSP>","1T2018","-","-","-","-","-"
"ELMD3<XBSP>","2T2018","-","-","-","-","-"
"ELMD3<XBSP>","3T2018","-","-","-","-","-"
"ELMD3<XBSP>","4T2018",0.55788429485,0.55788429485,0.79951725759,-22177,177900
"ELMD3<XBSP>","1T2019","-","-","-","-","-"
"ELMD3<XBSP>","2T2019","-","-","-","-","-"
"ELMD3<XBSP>","3T2019","-","-","-","-","-"
"ELMD3<XBSP>","4T2019",0.57036868457,0.57036868457,1.0820410868,8047,210780
"ELMD3<XBSP>","1T2020",0.42014038476,0.42014038476,1.8634280006,184967,1088843
"ELMD3<XBSP>","2T2020",0.28628871585,0.28628871585,1.3596737926,56144,882562
"ELMD3<XBSP>","3T2020",0.28768359903,0.28768359903,0.85113807436,-36389,842532
"ELMD3<XBSP>","4T2020",0.27846371567,0.27846371567,0.71661017207,-74491,830858
"ELMD3<XBSP>","1T2021",0.99357326186,0.99357326186,2.5271887445,467839,1456948
"ELMD3<XBSP>","2T2021",0.98691501028,0.98691501028,2.5487692755,458191,1455656
"ELMD3<XBSP>","3T2021",0.99618958189,0.99618958189,2.2927951897,388728,1394328
"ELMD3<XBSP>","4T2021",0.98806413612,0.98806413612,2.138862958,395272,1432026
"ELMD3<XBSP>","1T2022",0.93662597373,0.93662597373,1.8717502852,285758,1341154
"ELMD3<XBSP>","2T2022",0.42624463579,0.42624463579,0.67045244629,-148070,1683833
"ELMD3<XBSP>","3T2022",0.45729849347,0.45729849347,0.63755042754,-200622,1706336
"ELMD3<XBSP>","4T2022",0.51152576699,0.51152576699,0.74015948055,-144225,1786902
"ELMD3<XBSP>","1T2023",0.49126053641,0.49126053641,0.62697229516,-246465,1794080
"ELMD3<XBSP>","2T2023",0.53891737954,0.53891737954,0.7357806422,-183192,1947400
"ELMD3<XBSP>","3T2023",0.57694554981,0.57694554981,1.0470707868,28283,2069593
"ELMD3<XBSP>","4T2023",0.65525632106,0.65525632106,1.1499855775,107634,2152142
"LIPR3<XBSP>","1T1996",46.664845855,46.664845855,38.944477701,507090,3807621
"LIPR3<XBSP>","2T1996",31.58805016,31.58805016,26.421391689,516944,3835762
"LIPR3<XBSP>","3T1996",22.525285481,22.525285481,18.886929038,526305,3893329
"LIPR3<XBSP>","4T1996",13.418038095,13.418038095,11.331028571,542379,2441752
"LIPR3<XBSP>","1T1997",13.650535808,13.650535808,11.688665006,566542,2488143
"LIPR3<XBSP>","2T1997",13.349578325,13.349578325,11.409564056,569018,2526404
"LIPR3<XBSP>","3T1997",14.233979772,14.233979772,14.233979772,681722,2557475
"LIPR3<XBSP>","4T1997",0.4439530829,0.4439530829,0.62741364634,-16633,2782372
"LIPR3<XBSP>","1T1998",0.39394206994,0.39394206994,0.5397568009,-22823,2705907
"LIPR3<XBSP>","2T1998",0.24786204717,0.24786204717,0.35992962056,-25101,68548
"LIPR3<XBSP>","3T1998",0.22260062466,0.22260062466,0.31688814087,-27194,66455
"LIPR3<XBSP>","4T1998",0.18634683114,0.18634683114,0.26069371246,-30160,63489
"LIPR3<XBSP>","1T1999",0.13771952818,0.13771952818,0.18758926021,-34131,59518
"LIPR3<XBSP>","2T1999",0.12575775386,0.12575775386,0.50319156084,-7394,86255
"LIPR3<XBSP>","3T1999",0.098156014517,0.098156014517,0.33442386603,-12003,85048
"LIPR3<XBSP>","4T1999",0.13501319103,0.13501319103,0.35853037179,-16115,86939
"LIPR3<XBSP>","1T2000",0.12636649151,0.12636649151,0.31408091271,-18277,85893
"LIPR3<XBSP>","2T2000",0.14833602336,0.14833602336,0.34641203288,-18207,86204
"LIPR3<XBSP>","3T2000",0.14204527565,0.14204527565,0.31092350103,-19997,84631
"LIPR3<XBSP>","4T2000",0.27541323964,0.27541323964,0.55325975359,-13924,90976
"LIPR3<XBSP>","1T2001",0.24260080779,0.24260080779,0.45351859875,-17659,87515
"LIPR3<XBSP>","2T2001",0.18558151655,0.18558151655,0.32383435397,-22304,83163
"LIPR3<XBSP>","3T2001",0.21138196809,0.21138196809,0.33798618476,-23097,82651
"LIPR3<XBSP>","4T2001",0.20141498581,0.20141498581,0.29814651869,-24727,81306
"LIPR3<XBSP>","1T2002",0.2578190709,0.2578190709,0.34272935303,-25276,81034
"LIPR3<XBSP>","2T2002",0.3895483471,0.3895483471,0.45750080308,-25332,81250
"LIPR3<XBSP>","3T2002",0.53599388031,0.53599388031,0.56690595466,-25158,81695
"LIPR3<XBSP>","4T2002",0.75050066013,0.75050066013,0.75049695891,-16819,90310
"LIPR3<XBSP>","1T2003",0.97326634969,0.97326634969,0.97326594997,-1787.9999999,105613
"LIPR3<XBSP>","2T2003",0.96813509744,0.96813509744,0.96813466591,-2353,105326
"LIPR3<XBSP>","3T2003",0.98921018558,0.98921018558,0.98921004006,-800,107169
"LIPR3<XBSP>","4T2003",1.0479584441,1.0479584441,1.0479590878,3573,111822
"LIPR3<XBSP>","1T2004",1.0456389317,1.0456389317,1.0456395427,3409,111928
"LIPR3<XBSP>","2T2004",1.065015934,1.065015934,1.0650168009,4876,113671
"LIPR3<XBSP>","3T2004",1.0655350122,1.0655350122,1.0655358827,4934,113998
"LIPR3<XBSP>","4T2004",1.0653791615,1.0653791615,1.0653799819,5210,114545
"LIPR3<XBSP>","1T2005",1.0540193477,1.0540193477,1.0540200083,4417.0000001,114022
"LIPR3<XBSP>","2T2005",1.0546777851,1.0546777851,1.0546784517,4484.9999999,114373
"LIPR3<XBSP>","3T2005",1.064125795,1.064125795,1.0641387362,5274,115433
"LIPR3<XBSP>","4T2005",1.0445507966,1.0445507966,1.0445513364,3677,114107
"LIPR3<XBSP>","1T2006",1.0450445011,1.0450445011,1.045045045,3730,114433
"LIPR3<XBSP>","2T2006",1.0556131508,1.0556131508,1.0556138135,4667.0000001,115643
"LIPR3<XBSP>","3T2006",1.0760573069,1.0760573069,1.0760582089,6413,117666
"LIPR3<XBSP>","4T2006",1.1009211945,1.1009211945,1.1009223773,8611,120148
"LIPR3<XBSP>","1T2007",1.1067085494,1.1067085494,1.1067097817,9240,121042
"LIPR3<XBSP>","2T2007",1.140832106,1.140832106,1.1408337265,12240,124325
"LIPR3<XBSP>","3T2007",1.2424245901,1.2424245901,1.2424273716,21129,133490
"LIPR3<XBSP>","4T2007",1.334440677,1.334440677,1.3344452681,24363,121314
"LIPR3<XBSP>","1T2008",1.3790814521,1.3790814521,1.3790868174,26784,120473
"LIPR3<XBSP>","2T2008",1.3941627525,1.3941627525,1.394168329,27861,121539
"LIPR3<XBSP>","3T2008",1.4808252563,1.4808252563,1.480831991,34329,128005
"LIPR3<XBSP>","4T2008",1.3030203426,1.3030203426,1.3030240316,24891,118588
"LIPR3<XBSP>","1T2009",3.4801482266,3.4801482266,3.4803670696,28110,111040
"LIPR3<XBSP>","2T2009",22.147660819,22.147660819,22.163130944,28930,112405
"LIPR3<XBSP>","3T2009",25.965718454,25.965718454,25.983941606,34228,118293
"LIPR3<XBSP>","4T2009",16.166320166,16.166320166,16.166320166,36475,118623
"LIPR3<XBSP>","1T2010",22.703190014,22.703190014,22.703190014,46944,130012
"LIPR3<XBSP>","2T2010",32.188281764,32.188281764,32.188281764,47375,131088
"LIPR3<XBSP>","3T2010",73.657534247,73.657534247,73.657534247,58344,142109
"LIPR3<XBSP>","4T2010",1.931451108,1.931451108,16.731561822,58018,207502
"LIPR3<XBSP>","1T2011",1.7394605339,1.7394605339,18.267613801,59556,221953
"LIPR3<XBSP>","2T2011",2.1425401929,2.1425401929,95.599713056,65936,220901
"LIPR3<XBSP>","3T2011",2.9345359437,2.9345359437,192.09302326,73953,216670
"LIPR3<XBSP>","4T2011",1.922962963,1.922962963,12.588428126,70701,237123
"LIPR3<XBSP>","1T2012",2.0147105999,2.0147105999,13.590728687,79309,253215
"LIPR3<XBSP>","2T2012",2.524700988,2.524700988,110.15436241,65056,206244
"LIPR3<XBSP>","3T2012",3.2967069732,3.2967069732,190.45428571,66309,191857
"LIPR3<XBSP>","4T2012",3.2290708372,3.2290708372,16.561491935,61748,179455
"LIPR3<XBSP>","1T2013",4.3083938321,4.3083938321,17.214066496,63397,166719
"LIPR3<XBSP>","2T2013",6.9158934811,6.9158934811,79.026049204,53916,145638
"LIPR3<XBSP>","3T2013",6.1852678572,6.1852678572,93.426644182,54809,151831
"LIPR3<XBSP>","4T2013",5.5952846892,5.5952846892,30.600748263,55383,150764
"LIPR3<XBSP>","1T2014",4.6024242424,4.6024242424,33.6933988,59927,151108
"LIPR3<XBSP>","2T2014",4.1578370979,4.1578370979,49.705831904,56791,156667
"LIPR3<XBSP>","3T2014",4.4896142433,4.4896142433,49.21483376,56556,155017
"LIPR3<XBSP>","4T2014",4.9384141039,4.9384141039,48.873054873,58453,152330
"LIPR3<XBSP>","1T2015",4.3653580315,4.3653580315,50.221297837,59164,161395
"LIPR3<XBSP>","2T2015",3.9208318132,3.9208318132,43.845060412,60283,178684
"LIPR3<XBSP>","3T2015",5.3476517755,5.3476517755,37.821318546,59761,159546
"LIPR3<XBSP>","4T2015",2.9252865278,2.9252865278,5.5845555882,62515,159117
"LIPR3<XBSP>","1T2016",2.8856369542,2.8856369542,6.8635128806,62593,169123
"LIPR3<XBSP>","2T2016",2.9234552446,2.9234552446,12.019658459,55495,171642
"LIPR3<XBSP>","3T2016",2.6393259324,2.6393259324,12.186167032,56121,214463
"LIPR3<XBSP>","4T2016",2.0537051302,2.0537051302,5.1126982809,49521,209038
"LIPR3<XBSP>","1T2017",2.072709317,2.072709317,5.3509939499,50341,218185
"LIPR3<XBSP>","2T2017",2.4473455178,2.4473455178,19.782112624,51031,220098
"LIPR3<XBSP>","3T2017",2.3722657196,2.3722657196,22.839675075,51083,226381
"LIPR3<XBSP>","4T2017",2.5207968994,2.5207968994,5.4854718437,87220,223906
"LIPR3<XBSP>","1T2018",2.278340081,2.278340081,4.5651177145,80864,222209
"LIPR3<XBSP>","2T2018",1.3097417395,1.3097417395,6.643964936,58590,247311
"LIPR3<XBSP>","3T2018",2.396165134,2.396165134,4.2703023118,93789,196938
"LIPR3<XBSP>","4T2018",2.5543731848,2.5543731848,6.9082539274,91767,213906
"LIPR3<XBSP>","1T2019",2.3248963561,2.3248963561,7.2463275299,91846,219763
"LIPR3<XBSP>","2T2019",1.7965153521,1.7965153521,5.7306906416,69456,201759
"LIPR3<XBSP>","3T2019",1.6926436413,1.6926436413,4.7737160292,66791,203728
"LIPR3<XBSP>","4T2019",1.6221571638,1.6221571638,4.3599462624,70028,211585
"LIPR3<XBSP>","1T2020",3.4318315883,3.4318315883,4.100118927,70382,192566
"LIPR3<XBSP>","2T2020",3.1074325661,3.1074325661,4.0333846944,70872,205310
"LIPR3<XBSP>","3T2020",3.1765643548,3.1765643548,4.059509362,70589,206157
"LIPR3<XBSP>","4T2020",2.3131297335,2.3131297335,3.0142066958,69188,214093
"LIPR3<XBSP>","1T2021",2.5172381942,2.5172381942,3.2136139854,75088,219114
"LIPR3<XBSP>","2T2021",2.9041708989,2.9041708989,3.8542842699,67755,212528
"LIPR3<XBSP>","3T2021",2.6374715332,2.6374715332,3.5083510725,61274,214662
"LIPR3<XBSP>","4T2021",2.1543482784,2.1543482784,2.8917164101,54192,222500
"LIPR3<XBSP>","1T2022",2.1174038159,2.1174038159,2.8769034659,54479,237356
"LIPR3<XBSP>","2T2022",1.8114953069,1.8114953069,2.3032320095,35242,217429
"LIPR3<XBSP>","3T2022",1.7600050467,1.7600050467,2.2306350922,35286,226044
"LIPR3<XBSP>","4T2022",1.8831156358,1.8831156358,2.3100151604,42341,229347
"LIPR3<XBSP>","1T2023",2.9359547674,2.9359547674,5.866835276,44259,239660
"LIPR3<XBSP>","2T2023",1.9153254024,1.9153254024,11.058585858,24895,224452
"LIPR3<XBSP>","3T2023",6.003542809,6.003542809,9.0193891776,63281,219738
"LIPR3<XBSP>","4T2023",6.4159479114,6.4159479114,10.811484753,68857,222029
"EMAE3<XBSP>","2T2011",1.8533654592,1.8533654592,1.4228409677,40183,1062875
"EMAE3<XBSP>","3T2011",1.7437899729,1.7437899729,1.3578849451,31933,1054356
"EMAE3<XBSP>","4T2011",1.7167549833,1.7167549833,1.213226714,29785,992455
"EMAE3<XBSP>","1T2012",1.7037434364,1.7037434364,1.1919049841,27969,1005410
"EMAE3<XBSP>","2T2012",1.5865733554,1.5865733554,1.369035107,45295,1045217
"EMAE3<XBSP>","3T2012",1.5237534315,1.5237534315,1.2429039387,30996,1051376
"EMAE3<XBSP>","4T2012",1.6579299653,1.6579299653,2.8638562543,140244,991951
"EMAE3<XBSP>","1T2013",1.710742618,1.710742618,2.6765356096,158498,1003573
"EMAE3<XBSP>","2T2013",1.7475484967,1.7475484967,2.8715428521,169850,1001880
"EMAE3<XBSP>","3T2013",1.6642361006,1.6642361006,2.627121982,165244,1001724
"EMAE3<XBSP>","4T2013",1.822400363,1.822400363,2.8639177478,173130,1059287
"EMAE3<XBSP>","1T2014",1.6509510705,1.6509510705,2.2514157695,140763,1057731
"EMAE3<XBSP>","2T2014",2.4575141295,2.4575141295,2.3358562862,155491,1067248
"EMAE3<XBSP>","3T2014",2.4018597462,2.4018597462,1.9144001772,90842,1044041
"EMAE3<XBSP>","4T2014",2.18527069,2.18527069,2.4303450817,116473,1015748
"EMAE3<XBSP>","1T2015",2.2815859137,2.2815859137,2.0382981533,94346,1018304
"EMAE3<XBSP>","2T2015",2.2665058985,2.2665058985,2.0289424657,93891,1010660
"EMAE3<XBSP>","3T2015",2.4980667339,2.4980667339,2.1520042367,91362,1032259
"EMAE3<XBSP>","4T2015",2.7212959342,2.7212959342,2.615546697,113476,1034564
"EMAE3<XBSP>","1T2016",2.728442835,2.728442835,2.752415103,107027,1047390
"EMAE3<XBSP>","2T2016",2.8937769007,2.8937769007,3.1496386973,105012,1064469
"EMAE3<XBSP>","3T2016",2.9366482178,2.9366482178,3.4358866779,121921,1090429
"EMAE3<XBSP>","4T2016",2.3661682675,2.3661682675,2.3544215309,127875,1038020
"EMAE3<XBSP>","1T2017",2.3988065004,2.3988065004,2.3591950005,126363,1044116
"EMAE3<XBSP>","2T2017",2.4446107243,2.4446107243,2.5440068051,143395,1029558
"EMAE3<XBSP>","3T2017",2.4625642876,2.4625642876,2.5186469167,144560,1039374
"EMAE3<XBSP>","4T2017",2.5078019523,2.5078019523,2.8400024893,177402,1155923
"EMAE3<XBSP>","1T2018",2.5360878527,2.5360878527,2.9288261094,183387,1177269
"EMAE3<XBSP>","2T2018",2.5771234507,2.5771234507,3.3302757916,228134,1193852
"EMAE3<XBSP>","3T2018",2.3060456577,2.3060456577,3.5622764589,276526,1240866
"EMAE3<XBSP>","4T2018",2.3666981014,2.3666981014,3.0469605406,280800,1208177
"EMAE3<XBSP>","1T2019",2.3500993084,2.3500993084,3.4925930078,311280,1262289
"EMAE3<XBSP>","2T2019",2.3146487876,2.3146487876,3.8870456548,373474,1293521
"EMAE3<XBSP>","3T2019",2.3013952317,2.3013952317,4.4168731344,404076,1338108
"EMAE3<XBSP>","4T2019",2.4910391876,2.4910391876,4.8231146265,476578,1380886
"EMAE3<XBSP>","1T2020",2.4338134347,2.4338134347,5.1446119767,493959,1420933
"EMAE3<XBSP>","2T2020",2.4252606806,2.4252606806,5.849782287,566925,1457928
"EMAE3<XBSP>","3T2020",2.3966632169,2.3966632169,6.104271494,607638,1536974
"EMAE3<XBSP>","4T2020",1.485103293,1.485103293,1.7109700603,308256,1344207
"EMAE3<XBSP>","1T2021",1.7180395305,1.7180395305,3.181035482,338693,1346318
"EMAE3<XBSP>","2T2021",1.7219249038,1.7219249038,4.2571995121,392587,1398608
"EMAE3<XBSP>","3T2021",1.7433122416,1.7433122416,4.2901916194,410889,1448303
"EMAE3<XBSP>","4T2021",1.558042963,1.558042963,4.0580671631,395035,1503419
"EMAE3<XBSP>","1T2022",1.5677549994,1.5677549994,4.0831867079,415296,1555282
"EMAE3<XBSP>","2T2022",1.5662174453,1.5662174453,5.666341071,487278,1600616
"EMAE3<XBSP>","3T2022",1.494991861,1.494991861,5.4928378953,506864,1776338
"EMAE3<XBSP>","4T2022",1.8709767883,1.8709767883,8.3414458215,783692,1883936
"EMAE3<XBSP>","1T2023",1.8735029129,1.8735029129,7.4715268906,785158,1907459
"EMAE3<XBSP>","2T2023",1.8273862081,1.8273862081,7.2194683065,794960,1896176
"EMAE3<XBSP>","3T2023",1.8929729389,1.8929729389,7.0696340608,787359,1918213
"EMAE3<XBSP>","4T2023",1.7086366554,1.7086366554,6.0147432906,762928,1935153
"EMAE4<XBSP>","2T2011",1.8533654592,1.8533654592,1.4228409677,40183,1062875
"EMAE4<XBSP>","3T2011",1.7437899729,1.7437899729,1.3578849451,31933,1054356
"EMAE4<XBSP>","4T2011",1.7167549833,1.7167549833,1.213226714,29785,992455
"EMAE4<XBSP>","1T2012",1.7037434364,1.7037434364,1.1919049841,27969,1005410
"EMAE4<XBSP>","2T2012",1.5865733554,1.5865733554,1.369035107,45295,1045217
"EMAE4<XBSP>","3T2012",1.5237534315,1.5237534315,1.2429039387,30996,1051376
"EMAE4<XBSP>","4T2012",1.6579299653,1.6579299653,2.8638562543,140244,991951
"EMAE4<XBSP>","1T2013",1.710742618,1.710742618,2.6765356096,158498,1003573
"EMAE4<XBSP>","2T2013",1.7475484967,1.7475484967,2.8715428521,169850,1001880
"EMAE4<XBSP>","3T2013",1.6642361006,1.6642361006,2.627121982,165244,1001724
"EMAE4<XBSP>","4T2013",1.822400363,1.822400363,2.8639177478,173130,1059287
"EMAE4<XBSP>","1T2014",1.6509510705,1.6509510705,2.2514157695,140763,1057731
"EMAE4<XBSP>","2T2014",2.4575141295,2.4575141295,2.3358562862,155491,1067248
"EMAE4<XBSP>","3T2014",2.4018597462,2.4018597462,1.9144001772,90842,1044041
"EMAE4<XBSP>","4T2014",2.18527069,2.18527069,2.4303450817,116473,1015748
"EMAE4<XBSP>","1T2015",2.2815859137,2.2815859137,2.0382981533,94346,1018304
"EMAE4<XBSP>","2T2015",2.2665058985,2.2665058985,2.0289424657,93891,1010660
"EMAE4<XBSP>","3T2015",2.4980667339,2.4980667339,2.1520042367,91362,1032259
"EMAE4<XBSP>","4T2015",2.7212959342,2.7212959342,2.615546697,113476,1034564
"EMAE4<XBSP>","1T2016",2.728442835,2.728442835,2.752415103,107027,1047390
"EMAE4<XBSP>","2T2016",2.8937769007,2.8937769007,3.1496386973,105012,1064469
"EMAE4<XBSP>","3T2016",2.9366482178,2.9366482178,3.4358866779,121921,1090429
"EMAE4<XBSP>","4T2016",2.3661682675,2.3661682675,2.3544215309,127875,1038020
"EMAE4<XBSP>","1T2017",2.3988065004,2.3988065004,2.3591950005,126363,1044116
"EMAE4<XBSP>","2T2017",2.4446107243,2.4446107243,2.5440068051,143395,1029558
"EMAE4<XBSP>","3T2017",2.4625642876,2.4625642876,2.5186469167,144560,1039374
"EMAE4<XBSP>","4T2017",2.5078019523,2.5078019523,2.8400024893,177402,1155923
