"Ativo","Data","Capex| Em moeda orig| em milhares| de 12 meses| consolid:sim*","Depr e Amor| Em moeda orig| em milhares| de 12 meses| consolid:sim*","Capex(+inv)/Dep| de 12 meses| consolid:sim*","Dep/Imob&Int| Em moeda orig| de 12 meses| consolid:sim*","FCL| Em moeda orig| em milhares| de 12 meses| consolid:sim*","FCLF| Em moeda orig| em milhares| de 12 meses| consolid:sim*"
"CEBR5<XBSP>","4T2017",59847,"-","-","-",-41836,"-"
"CEBR5<XBSP>","1T2018",60686,"-","-","-",-83829,"-"
"CEBR5<XBSP>","2T2018",68961,"-","-","-",-63258,"-"
"CEBR5<XBSP>","3T2018",67028,"-","-","-",-99759,"-"
"CEBR5<XBSP>","4T2018",32076,"-","-","-",84453,"-"
"CEBR5<XBSP>","1T2019","-","-","-","-","-","-"
"CEBR5<XBSP>","2T2019","-","-","-","-","-","-"
"CEBR5<XBSP>","3T2019",7354,"-","-","-",188609,"-"
"CEBR5<XBSP>","4T2019",23853,"-","-","-",350353,"-"
"CEBR5<XBSP>","1T2020","-","-","-","-","-","-"
"CEBR5<XBSP>","2T2020","-","-","-","-","-","-"
"CEBR5<XBSP>","3T2020",5452,"-","-","-",392826,"-"
"CEBR5<XBSP>","4T2020",5315,"-","-","-",225351,"-"
"CEBR5<XBSP>","1T2021","-","-","-","-","-","-"
"CEBR5<XBSP>","2T2021","-","-","-","-","-","-"
"CEBR5<XBSP>","3T2021",-2512384,"-","-","-",2014019,"-"
"CEBR5<XBSP>","4T2021",-2510546,"-","-","-",2125398,"-"
"CEBR5<XBSP>","1T2022","-","-","-","-","-","-"
"CEBR5<XBSP>","2T2022","-","-","-","-","-","-"
"CEBR5<XBSP>","3T2022",4919.0000009,"-","-","-",230036,"-"
"CEBR5<XBSP>","4T2022",3825,"-","-","-",195067,"-"
"CEBR5<XBSP>","1T2023","-","-","-","-","-","-"
"CEBR5<XBSP>","2T2023","-","-","-","-","-","-"
"CEBR5<XBSP>","3T2023",37379,"-","-","-",183958,"-"
"CEBR5<XBSP>","4T2023",36508,"-","-","-",206866,"-"
"CEBR6<XBSP>","1T2001","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2001","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2001","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2001",190481,40257,473.16243138,"-","-","-"
"CEBR6<XBSP>","1T2002","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2002","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2002","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2002",55867,41478,134.6906794,7.4259074259,"-",129272.44
"CEBR6<XBSP>","1T2003","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2003","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2003","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2003",88258,36557,241.42571874,6.7028361044,"-",-349690.24
"CEBR6<XBSP>","1T2004","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2004","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2004","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2004",78341,36324,215.67283339,8.7932837555,"-",30032.6
"CEBR6<XBSP>","1T2005","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2005","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2005","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2005",371257,38535,963.42805242,9.0879932834,"-",-350169.02
"CEBR6<XBSP>","1T2006","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2006","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2006","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2006",87212,40089,217.54596024,9.4304869443,"-",5971.5999998
"CEBR6<XBSP>","1T2007","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2007","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2007","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2007",135453,41335,327.69565743,8.9294201007,"-",42898.940001
"CEBR6<XBSP>","1T2008","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2008","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2008","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2008",68642,"-","-","-",51819,"-"
"CEBR6<XBSP>","1T2009","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2009","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2009","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2009","-","-","-","-","-","-"
"CEBR6<XBSP>","1T2010","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2010","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2010","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2010","-","-","-","-","-","-"
"CEBR6<XBSP>","1T2011","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2011","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2011","-","-","-","-","-","-"
"CEBR6<XBSP>","4T2011",37397,0,"-",0,29935,80225.78
"CEBR6<XBSP>","1T2012",3167,"-","-","-",15476,"-"
"CEBR6<XBSP>","2T2012",-39265,"-","-","-",20931,"-"
"CEBR6<XBSP>","3T2012",12525,"-","-","-",-24567,"-"
"CEBR6<XBSP>","4T2012",34650,"-","-","-",-54116,"-"
"CEBR6<XBSP>","1T2013",59435,"-","-","-",-45587,"-"
"CEBR6<XBSP>","2T2013",107417,"-","-","-",-65158,"-"
"CEBR6<XBSP>","3T2013",92357,"-","-","-",23692,"-"
"CEBR6<XBSP>","4T2013",84186,"-","-","-",74224,"-"
"CEBR6<XBSP>","1T2014",89354,"-","-","-",99227,"-"
"CEBR6<XBSP>","2T2014",80103,"-","-","-",78885,"-"
"CEBR6<XBSP>","3T2014",48353,"-","-","-",-12316,"-"
"CEBR6<XBSP>","4T2014",42987,"-","-","-",-72183,"-"
"CEBR6<XBSP>","1T2015",25468,"-","-","-",-77069,"-"
"CEBR6<XBSP>","2T2015",20149,"-","-","-",-40665,"-"
"CEBR6<XBSP>","3T2015",23356,"-","-","-",-144807,"-"
"CEBR6<XBSP>","4T2015",19136,0,"-",0,-43112,-197436.86
"CEBR6<XBSP>","1T2016",27238,"-","-","-",-46203,"-"
"CEBR6<XBSP>","2T2016",36957,"-","-","-",-91135,"-"
"CEBR6<XBSP>","3T2016",37280,"-","-","-",48679,"-"
"CEBR6<XBSP>","4T2016",39617,0,"-",0,58868,318293.18
"CEBR6<XBSP>","1T2017",43831,0,"-",0,106870,356802.84
"CEBR6<XBSP>","2T2017",44786,"-","-","-",107935,"-"
"CEBR6<XBSP>","3T2017",47906,"-","-","-",171909,"-"
"CEBR6<XBSP>","4T2017",59847,"-","-","-",-41836,"-"
"CEBR6<XBSP>","1T2018",60686,"-","-","-",-83829,"-"
"CEBR6<XBSP>","2T2018",68961,"-","-","-",-63258,"-"
"CEBR6<XBSP>","3T2018",67028,"-","-","-",-99759,"-"
"CEBR6<XBSP>","4T2018",32076,"-","-","-",84453,"-"
"CEBR6<XBSP>","1T2019","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2019","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2019",7354,"-","-","-",188609,"-"
"CEBR6<XBSP>","4T2019",23853,"-","-","-",350353,"-"
"CEBR6<XBSP>","1T2020","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2020","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2020",5452,"-","-","-",392826,"-"
"CEBR6<XBSP>","4T2020",5315,"-","-","-",225351,"-"
"CEBR6<XBSP>","1T2021","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2021","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2021",-2512384,"-","-","-",2014019,"-"
"CEBR6<XBSP>","4T2021",-2510546,"-","-","-",2125398,"-"
"CEBR6<XBSP>","1T2022","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2022","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2022",4919.0000009,"-","-","-",230036,"-"
"CEBR6<XBSP>","4T2022",3825,"-","-","-",195067,"-"
"CEBR6<XBSP>","1T2023","-","-","-","-","-","-"
"CEBR6<XBSP>","2T2023","-","-","-","-","-","-"
"CEBR6<XBSP>","3T2023",37379,"-","-","-",183958,"-"
"CEBR6<XBSP>","4T2023",36508,"-","-","-",206866,"-"
"CEDO3<XBSP>","4T1996",17927,16855,106.36013052,"-","-","-"
"CEDO3<XBSP>","1T1997","-","-","-","-","-","-"
"CEDO3<XBSP>","2T1997","-","-","-","-","-","-"
"CEDO3<XBSP>","3T1997","-","-","-","-","-","-"
"CEDO3<XBSP>","4T1997",38454,16228,236.96080848,16.229460651,"-",-12261.94
"CEDO3<XBSP>","1T1998","-","-","-","-","-","-"
"CEDO3<XBSP>","2T1998","-","-","-","-","-","-"
"CEDO3<XBSP>","3T1998","-","-","-","-","-","-"
"CEDO3<XBSP>","4T1998",11188,13680,81.783625731,11.482964417,"-",3076.46
"CEDO3<XBSP>","1T1999","-","-","-","-","-","-"
"CEDO3<XBSP>","2T1999","-","-","-","-","-","-"
"CEDO3<XBSP>","3T1999","-","-","-","-","-","-"
"CEDO3<XBSP>","4T1999",18489,14270,129.56552207,12.135695272,"-",17198.84
"CEDO3<XBSP>","1T2000","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2000","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2000","-","-","-","-","-","-"
"CEDO3<XBSP>","4T2000",37312,14789,252.29562513,12.279958815,"-",-19661.78
"CEDO3<XBSP>","1T2001","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2001","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2001","-","-","-","-","-","-"
"CEDO3<XBSP>","4T2001",26248,16228,161.74513187,11.350712392,"-",7261.78
"CEDO3<XBSP>","1T2002","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2002","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2002","-","-","-","-","-","-"
"CEDO3<XBSP>","4T2002",33343,17263,193.14719342,11.295631064,"-",1577.1
"CEDO3<XBSP>","1T2003","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2003","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2003","-","-","-","-","-","-"
"CEDO3<XBSP>","4T2003",20770,17771,116.8758089,10.600375794,"-",9687.12
"CEDO3<XBSP>","1T2004","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2004","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2004","-","-","-","-","-","-"
"CEDO3<XBSP>","4T2004",18209,19659,92.624243349,11.52817686,"-",40760.22
"CEDO3<XBSP>","1T2005","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2005","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2005","-","-","-","-","-","-"
"CEDO3<XBSP>","4T2005",51143,21874,233.80725976,12.922015394,-10485,-23060.52
"CEDO3<XBSP>","1T2006",37494,22425,167.19732441,12.188096156,-23118,-20600.08
"CEDO3<XBSP>","2T2006",35611,22793,156.23656386,12.204629545,-38141,-22077.58
"CEDO3<XBSP>","3T2006",21564,22983,93.825871296,11.514875196,-26924,493.42000021
"CEDO3<XBSP>","4T2006",22835,20221,112.92715493,10.016693663,-25212,7929.6599998
"CEDO3<XBSP>","1T2007",24416,20434,119.48712929,10.080261256,-19475,11259.88
"CEDO3<XBSP>","2T2007","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2007",20624,21770,94.735875057,10.70546928,18183,47775.04
"CEDO3<XBSP>","4T2007",17938,25443,70.502692292,12.657012521,23426,38447.02
"CEDO3<XBSP>","1T2008","-","-","-","-","-","-"
"CEDO3<XBSP>","2T2008","-","-","-","-","-","-"
"CEDO3<XBSP>","3T2008",2419,25869,9.3509606092,13.152101519,74254,9493.5400001
"CEDO3<XBSP>","4T2008",1294,25551,5.0643810418,13.325579939,41090,13475.36
"CEDO3<XBSP>","1T2009",7273,25042,29.043207412,13.548006643,"-",26866.54
"CEDO3<XBSP>","2T2009",9880,24474,40.369371578,13.568248723,19011,22741.2
"CEDO3<XBSP>","3T2009",11521,22671,50.818225927,12.788460996,11748,46816.08
"CEDO3<XBSP>","4T2009",18759,21052,89.107923238,12.027858559,22600,25895.64
"CEDO3<XBSP>","1T2010",22479,18791,119.6264169,10.954296374,6231,22315.34
"CEDO3<XBSP>","2T2010",22802,16558,137.70986834,9.7095576809,-17751,16241.42
"CEDO3<XBSP>","3T2010",32122,15743,204.03989074,9.3254273834,-56368,-6491.44
"CEDO3<XBSP>","4T2010",37375,14372,260.0542722,8.2585835369,-52583,9671.04
"CEDO3<XBSP>","1T2011",46208,13879,332.93464947,4.372426525,-63345,-12348
"CEDO3<XBSP>","2T2011",53107,13532,392.45492167,4.2426712651,-77665,3323.0400002
"CEDO3<XBSP>","3T2011",48826,13223,369.25054829,4.0508043097,-60017,10377.74
"CEDO3<XBSP>","4T2011",38519,13457,286.23764584,4.0018556572,-8612,-2299.6199998
"CEDO3<XBSP>","1T2012",25509,13706,186.11556982,3.9456487319,16472,2080.32
"CEDO3<XBSP>","2T2012",17259,13941,123.80030127,3.9134169483,31505,824.94000021
"CEDO3<XBSP>","3T2012",14386,14210,101.23856439,3.940774677,27443,-20566.64
"CEDO3<XBSP>","4T2012",11551,14424,80.081808098,3.98065969,14940,14595.859999
"CEDO3<XBSP>","1T2013",12949,14546,89.021036711,4.0312612588,8448,43866.32
"CEDO3<XBSP>","2T2013",14890,14693,101.34077451,4.0676830568,-9300,45393.24
"CEDO3<XBSP>","3T2013",17692,14733,120.0841648,4.0701818363,1172,52936.46
"CEDO3<XBSP>","4T2013",23756,14719,161.39683402,4.0702947846,-22435,14968.819999
"CEDO3<XBSP>","1T2014",27625,15045,183.61581921,4.1454846043,-20956,8278.7199998
"CEDO3<XBSP>","2T2014",28722,15344,187.18717414,4.1714809247,-13847,-14420.759999
"CEDO3<XBSP>","3T2014",23753,16046,148.03066185,4.2802459421,-20892,-774.4600002
"CEDO3<XBSP>","4T2014",17551,17220,101.9221835,4.4794639211,-13037,23576.64
"CEDO3<XBSP>","1T2015",11522,17673,65.195495954,4.4853053145,7466,23339.44
"CEDO3<XBSP>","2T2015",4420,18117,24.396975217,4.5256181914,29149,18249.88
"CEDO3<XBSP>","3T2015",3350,18125,18.482758621,4.5415024418,25141,13857.52
"CEDO3<XBSP>","4T2015",3767,17749,21.223730914,4.4882704139,27931,10828.619999
"CEDO3<XBSP>","1T2016",1568,17856,8.7813620072,4.5635189393,1053,8961.6399997
"CEDO3<XBSP>","2T2016",2065,17931,11.5163683,4.6170246185,-7518,47853.78
"CEDO3<XBSP>","3T2016",725,18009,4.0257648953,4.6795584704,-16977,19063.02
"CEDO3<XBSP>","4T2016",-1989,17995,-11.053070297,4.761224398,-17244,25893.740001
"CEDO3<XBSP>","1T2017",-815,17807,-4.5768517999,4.7788118855,-3640,29035.1
"CEDO3<XBSP>","2T2017",-434,17670,-2.4561403509,4.7958181118,-15904,-16618.64
"CEDO3<XBSP>","3T2017",-7635,17960,-42.511135857,4.936425654,25429,-20311.98
"CEDO3<XBSP>","4T2017",-7735,17804,-43.445293193,5.8115015766,13960,14940.919999
"CEDO3<XBSP>","1T2018",-4784,17811,-26.859805738,5.8893551171,-6440,24631.58
"CEDO3<XBSP>","2T2018",-2995,17783,-16.841927684,5.9461989869,22438,62753.24
"CEDO3<XBSP>","3T2018",10599,17315,61.212821253,5.9497424585,-16111,85940.44
"CEDO3<XBSP>","4T2018",-3609,17379,-20.766442258,5.3401876855,-33616,49523.6
"CEDO3<XBSP>","1T2019",-5586,18226,-30.648524087,5.6207634567,-8659,65326.100001
"CEDO3<XBSP>","2T2019",-3306,19164,-17.251095805,6.1161181607,-18510,64945.18
"CEDO3<XBSP>","3T2019",-6370,19948,-31.933025867,6.4524267762,-4041,59338.78
"CEDO3<XBSP>","4T2019",12845,20343,63.142112766,6.4940495952,22515,40101.28
"CEDO3<XBSP>","1T2020",2773,19954,13.896963014,6.2576833338,27206,27876.7
"CEDO3<XBSP>","2T2020",5572,19379,28.752773621,6.0611083831,76832,19128.92
"CEDO3<XBSP>","3T2020",2644,18155,14.563481134,5.699960127,63870,39522.22
"CEDO3<XBSP>","4T2020",-1599,17839,-8.963506923,5.5740430013,37967,22075.74
"CEDO3<XBSP>","1T2021",11335,17625,64.312056738,5.5146541178,10081.999999,13854.28
"CEDO3<XBSP>","2T2021",7841,17633,44.467759315,5.5306028994,-76006,35653.82
"CEDO3<XBSP>","3T2021",11690,18453,63.35013277,5.8498497356,-72391,36477.619999
"CEDO3<XBSP>","4T2021",17601,18711,94.067660735,5.9359673111,-59815,81121.8
"CEDO3<XBSP>","1T2022",18231,18969,96.109441721,6.020261135,-71098,90192.06
"CEDO3<XBSP>","2T2022",18103,19087,94.844658668,6.0563080858,-50394,75803.820001
"CEDO3<XBSP>","3T2022",19917,19342,102.97280529,6.1332690686,-62510,69165.220001
"CEDO3<XBSP>","4T2022",21494,21667,99.201550745,6.6445050278,-42517,38064.259999
"CEDO3<XBSP>","1T2023",24970,22402,111.4632622,6.8810664701,-21495,-36476.74
"CEDO3<XBSP>","2T2023",34802,22509,154.61371007,6.8557696408,20614,-38628.240001
"CEDO3<XBSP>","3T2023",39031,24152,161.60566413,7.1321629483,80124,-39479.16
"CEDO3<XBSP>","4T2023",42271,23595,179.15236279,6.9627649215,55277,-84397.66
"CEDO4<XBSP>","4T1996",17927,16855,106.36013052,"-","-","-"
"CEDO4<XBSP>","1T1997","-","-","-","-","-","-"
"CEDO4<XBSP>","2T1997","-","-","-","-","-","-"
"CEDO4<XBSP>","3T1997","-","-","-","-","-","-"
"CEDO4<XBSP>","4T1997",38454,16228,236.96080848,16.229460651,"-",-12261.94
"CEDO4<XBSP>","1T1998","-","-","-","-","-","-"
"CEDO4<XBSP>","2T1998","-","-","-","-","-","-"
"CEDO4<XBSP>","3T1998","-","-","-","-","-","-"
"CEDO4<XBSP>","4T1998",11188,13680,81.783625731,11.482964417,"-",3076.46
"CEDO4<XBSP>","1T1999","-","-","-","-","-","-"
"CEDO4<XBSP>","2T1999","-","-","-","-","-","-"
"CEDO4<XBSP>","3T1999","-","-","-","-","-","-"
"CEDO4<XBSP>","4T1999",18489,14270,129.56552207,12.135695272,"-",17198.84
"CEDO4<XBSP>","1T2000","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2000","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2000","-","-","-","-","-","-"
"CEDO4<XBSP>","4T2000",37312,14789,252.29562513,12.279958815,"-",-19661.78
"CEDO4<XBSP>","1T2001","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2001","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2001","-","-","-","-","-","-"
"CEDO4<XBSP>","4T2001",26248,16228,161.74513187,11.350712392,"-",7261.78
"CEDO4<XBSP>","1T2002","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2002","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2002","-","-","-","-","-","-"
"CEDO4<XBSP>","4T2002",33343,17263,193.14719342,11.295631064,"-",1577.1
"CEDO4<XBSP>","1T2003","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2003","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2003","-","-","-","-","-","-"
"CEDO4<XBSP>","4T2003",20770,17771,116.8758089,10.600375794,"-",9687.12
"CEDO4<XBSP>","1T2004","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2004","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2004","-","-","-","-","-","-"
"CEDO4<XBSP>","4T2004",18209,19659,92.624243349,11.52817686,"-",40760.22
"CEDO4<XBSP>","1T2005","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2005","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2005","-","-","-","-","-","-"
"CEDO4<XBSP>","4T2005",51143,21874,233.80725976,12.922015394,-10485,-23060.52
"CEDO4<XBSP>","1T2006",37494,22425,167.19732441,12.188096156,-23118,-20600.08
"CEDO4<XBSP>","2T2006",35611,22793,156.23656386,12.204629545,-38141,-22077.58
"CEDO4<XBSP>","3T2006",21564,22983,93.825871296,11.514875196,-26924,493.42000021
"CEDO4<XBSP>","4T2006",22835,20221,112.92715493,10.016693663,-25212,7929.6599998
"CEDO4<XBSP>","1T2007",24416,20434,119.48712929,10.080261256,-19475,11259.88
"CEDO4<XBSP>","2T2007","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2007",20624,21770,94.735875057,10.70546928,18183,47775.04
"CEDO4<XBSP>","4T2007",17938,25443,70.502692292,12.657012521,23426,38447.02
"CEDO4<XBSP>","1T2008","-","-","-","-","-","-"
"CEDO4<XBSP>","2T2008","-","-","-","-","-","-"
"CEDO4<XBSP>","3T2008",2419,25869,9.3509606092,13.152101519,74254,9493.5400001
"CEDO4<XBSP>","4T2008",1294,25551,5.0643810418,13.325579939,41090,13475.36
"CEDO4<XBSP>","1T2009",7273,25042,29.043207412,13.548006643,"-",26866.54
"CEDO4<XBSP>","2T2009",9880,24474,40.369371578,13.568248723,19011,22741.2
"CEDO4<XBSP>","3T2009",11521,22671,50.818225927,12.788460996,11748,46816.08
"CEDO4<XBSP>","4T2009",18759,21052,89.107923238,12.027858559,22600,25895.64
"CEDO4<XBSP>","1T2010",22479,18791,119.6264169,10.954296374,6231,22315.34
"CEDO4<XBSP>","2T2010",22802,16558,137.70986834,9.7095576809,-17751,16241.42
"CEDO4<XBSP>","3T2010",32122,15743,204.03989074,9.3254273834,-56368,-6491.44
"CEDO4<XBSP>","4T2010",37375,14372,260.0542722,8.2585835369,-52583,9671.04
"CEDO4<XBSP>","1T2011",46208,13879,332.93464947,4.372426525,-63345,-12348
"CEDO4<XBSP>","2T2011",53107,13532,392.45492167,4.2426712651,-77665,3323.0400002
"CEDO4<XBSP>","3T2011",48826,13223,369.25054829,4.0508043097,-60017,10377.74
"CEDO4<XBSP>","4T2011",38519,13457,286.23764584,4.0018556572,-8612,-2299.6199998
"CEDO4<XBSP>","1T2012",25509,13706,186.11556982,3.9456487319,16472,2080.32
"CEDO4<XBSP>","2T2012",17259,13941,123.80030127,3.9134169483,31505,824.94000021
"CEDO4<XBSP>","3T2012",14386,14210,101.23856439,3.940774677,27443,-20566.64
"CEDO4<XBSP>","4T2012",11551,14424,80.081808098,3.98065969,14940,14595.859999
"CEDO4<XBSP>","1T2013",12949,14546,89.021036711,4.0312612588,8448,43866.32
"CEDO4<XBSP>","2T2013",14890,14693,101.34077451,4.0676830568,-9300,45393.24
"CEDO4<XBSP>","3T2013",17692,14733,120.0841648,4.0701818363,1172,52936.46
"CEDO4<XBSP>","4T2013",23756,14719,161.39683402,4.0702947846,-22435,14968.819999
"CEDO4<XBSP>","1T2014",27625,15045,183.61581921,4.1454846043,-20956,8278.7199998
"CEDO4<XBSP>","2T2014",28722,15344,187.18717414,4.1714809247,-13847,-14420.759999
"CEDO4<XBSP>","3T2014",23753,16046,148.03066185,4.2802459421,-20892,-774.4600002
"CEDO4<XBSP>","4T2014",17551,17220,101.9221835,4.4794639211,-13037,23576.64
"CEDO4<XBSP>","1T2015",11522,17673,65.195495954,4.4853053145,7466,23339.44
"CEDO4<XBSP>","2T2015",4420,18117,24.396975217,4.5256181914,29149,18249.88
"CEDO4<XBSP>","3T2015",3350,18125,18.482758621,4.5415024418,25141,13857.52
"CEDO4<XBSP>","4T2015",3767,17749,21.223730914,4.4882704139,27931,10828.619999
"CEDO4<XBSP>","1T2016",1568,17856,8.7813620072,4.5635189393,1053,8961.6399997
"CEDO4<XBSP>","2T2016",2065,17931,11.5163683,4.6170246185,-7518,47853.78
"CEDO4<XBSP>","3T2016",725,18009,4.0257648953,4.6795584704,-16977,19063.02
"CEDO4<XBSP>","4T2016",-1989,17995,-11.053070297,4.761224398,-17244,25893.740001
"CEDO4<XBSP>","1T2017",-815,17807,-4.5768517999,4.7788118855,-3640,29035.1
"CEDO4<XBSP>","2T2017",-434,17670,-2.4561403509,4.7958181118,-15904,-16618.64
"CEDO4<XBSP>","3T2017",-7635,17960,-42.511135857,4.936425654,25429,-20311.98
"CEDO4<XBSP>","4T2017",-7735,17804,-43.445293193,5.8115015766,13960,14940.919999
"CEDO4<XBSP>","1T2018",-4784,17811,-26.859805738,5.8893551171,-6440,24631.58
"CEDO4<XBSP>","2T2018",-2995,17783,-16.841927684,5.9461989869,22438,62753.24
"CEDO4<XBSP>","3T2018",10599,17315,61.212821253,5.9497424585,-16111,85940.44
"CEDO4<XBSP>","4T2018",-3609,17379,-20.766442258,5.3401876855,-33616,49523.6
"CEDO4<XBSP>","1T2019",-5586,18226,-30.648524087,5.6207634567,-8659,65326.100001
"CEDO4<XBSP>","2T2019",-3306,19164,-17.251095805,6.1161181607,-18510,64945.18
"CEDO4<XBSP>","3T2019",-6370,19948,-31.933025867,6.4524267762,-4041,59338.78
"CEDO4<XBSP>","4T2019",12845,20343,63.142112766,6.4940495952,22515,40101.28
"CEDO4<XBSP>","1T2020",2773,19954,13.896963014,6.2576833338,27206,27876.7
"CEDO4<XBSP>","2T2020",5572,19379,28.752773621,6.0611083831,76832,19128.92
"CEDO4<XBSP>","3T2020",2644,18155,14.563481134,5.699960127,63870,39522.22
"CEDO4<XBSP>","4T2020",-1599,17839,-8.963506923,5.5740430013,37967,22075.74
"CEDO4<XBSP>","1T2021",11335,17625,64.312056738,5.5146541178,10081.999999,13854.28
"CEDO4<XBSP>","2T2021",7841,17633,44.467759315,5.5306028994,-76006,35653.82
"CEDO4<XBSP>","3T2021",11690,18453,63.35013277,5.8498497356,-72391,36477.619999
"CEDO4<XBSP>","4T2021",17601,18711,94.067660735,5.9359673111,-59815,81121.8
"CEDO4<XBSP>","1T2022",18231,18969,96.109441721,6.020261135,-71098,90192.06
"CEDO4<XBSP>","2T2022",18103,19087,94.844658668,6.0563080858,-50394,75803.820001
"CEDO4<XBSP>","3T2022",19917,19342,102.97280529,6.1332690686,-62510,69165.220001
"CEDO4<XBSP>","4T2022",21494,21667,99.201550745,6.6445050278,-42517,38064.259999
"CEDO4<XBSP>","1T2023",24970,22402,111.4632622,6.8810664701,-21495,-36476.74
"CEDO4<XBSP>","2T2023",34802,22509,154.61371007,6.8557696408,20614,-38628.240001
"CEDO4<XBSP>","3T2023",39031,24152,161.60566413,7.1321629483,80124,-39479.16
"CEDO4<XBSP>","4T2023",42271,23595,179.15236279,6.9627649215,55277,-84397.66
"CEED3<XBSP>","4T2006","-","-","-","-","-","-"
"CEED3<XBSP>","1T2007","-","-","-","-","-","-"
"CEED3<XBSP>","2T2007","-","-","-","-","-","-"
"CEED3<XBSP>","3T2007","-","-","-","-","-","-"
"CEED3<XBSP>","4T2007",128252,68951,186.00455396,8.2872204381,-131479,-138435.22
"CEED3<XBSP>","1T2008","-","-","-","-","-","-"
"CEED3<XBSP>","2T2008","-","-","-","-","-","-"
"CEED3<XBSP>","3T2008","-","-","-","-","-","-"
"CEED3<XBSP>","4T2008",139000,74678,186.13246204,8.6153072314,-16214,1641.9600007
"CEED3<XBSP>","1T2009","-","-","-","-","-","-"
"CEED3<XBSP>","2T2009",158555,75574,209.80098976,8.5739342144,-55670,-19311.64
"CEED3<XBSP>","3T2009",164848,76286,216.09207456,8.5054905603,-128525,-200412.2
"CEED3<XBSP>","4T2009",157520,76516,205.86543991,8.2858754823,-238474,1098800.08
"CEED3<XBSP>","1T2010",131914,77301,170.64979754,8.2179678812,-243058,1287915.68
"CEED3<XBSP>","2T2010",114388,77711,147.19666456,8.1070902483,-237944,1237279.2
"CEED3<XBSP>","3T2010",89858,77768,115.54624009,7.9328632181,-234927,1412756.2
"CEED3<XBSP>","4T2010",81747,79172,103.25241246,8.0707130326,-185896,176590.52
